ma_bds,dien_tich_su_dung_m2,gia(ty),phap_ly,ngay_dang,phuong_xa,quan_huyen,thanh_pho,nha_tam,phong_ngu,dien_tich_dat_m2
22710585,55.0,5.5,Sổ đỏ,2025-10-03,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,,,55.0
22710530,88.0,85.0,Sổ đỏ,2025-10-03,ĐT419,None,Hà Nội,17,17,88.0
22710378,,58.0,Sổ đỏ,2025-10-02,Nguyễn Ngọc Nại - Phường Khương Mai,Thanh Xuân,Hà Nội,7,9,103.0
22710376,176.0,61.0,Sổ đỏ,2025-10-02,Việt Hưng - Phường Việt Hưng,Long Biên,Hà Nội,6,5,176.0
22710292,25.0,1.1,Hợp đồng mua bán,2025-10-02,Phố 8 Tháng 3 - Phường Quỳnh Mai,Hai Bà Trưng,Hà Nội,1,1,
22706033,25.0,1.1,Hợp đồng mua bán,2025-10-02,Phố 8 Tháng 3 - Phường Quỳnh Mai,Hai Bà Trưng,Hà Nội,1,1,23.0
22710344,108.0,37.5,Sổ đỏ,2025-10-02,Tôn Đức Thắng - Phường Văn Miếu,Đống Đa,Hà Nội,6,6,75.0
22710348,90.0,25.0,Sổ đỏ,2025-10-02,Quảng An - Phường Thụy Khuê,Tây Hồ,Hà Nội,6,5,90.0
22710343,60.0,21.3,Sổ đỏ,2025-10-02,Tây Hồ - Phường Quảng An,Tây Hồ,Hà Nội,6,4,60.0
22710280,50.0,2.66,Sổ đỏ,2025-10-02,Nguyễn Trãi - Phường Thượng Đình,Thanh Xuân,Hà Nội,2,2,17.0
22710346,85.0,25.5,Sổ đỏ,2025-10-02,Chùa Láng - Phường Láng Thượng,Đống Đa,Hà Nội,4,4,85.0
22706725,200.0,12.8,Sổ đỏ,2025-10-01,Bồ Đề - Phường Bồ Đề,Long Biên,Hà Nội,3,5,45.0
22709908,180.0,7.2,Sổ đỏ,2025-10-01,Ngọc Lâm - Phường Ngọc Lâm,Long Biên,Hà Nội,3,5,30.0
22709907,350.0,27.0,Sổ đỏ,2025-10-01,Ái Mộ - Phường Bồ Đề,Long Biên,Hà Nội,4,5,90.0
22709800,50.0,8.45,Sổ đỏ,2025-10-01,Việt Hưng - Phường Việt Hưng,Long Biên,Hà Nội,,,50.0
22709900,450.0,26.5,Sổ đỏ,2025-10-01,Kim Quan Thượng - Phường Việt Hưng,Long Biên,Hà Nội,4,6,75.0
22705759,200.0,6.45,Sổ đỏ,2025-10-01,Phúc lợi - Phường Phúc Lợi,Long Biên,Hà Nội,3,4,42.0
22709744,160.0,6.35,Sổ đỏ,2025-10-01,Việt Hưng - Phường Việt Hưng,Long Biên,Hà Nội,3,4,32.0
22705526,180.0,8.8,Sổ đỏ,2025-10-01,Nguyễn Văn Cừ - Phường Gia Thụy,Long Biên,Hà Nội,3,4,36.0
22705533,250.0,10.5,Sổ đỏ,2025-10-01,Hoàng Như Tiếp - Phường Bồ Đề,Long Biên,Hà Nội,4,5,50.0
22705388,80.0,6.9,Sổ đỏ,2025-10-01,Bắc Cầu - Phường Ngọc Thụy,Long Biên,Hà Nội,,,80.0
22708106,68.0,5.25,Sổ đỏ,2025-10-01,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,2,2,34.0
22707970,200.0,8.0,Sổ đỏ,2025-10-01,Nguyễn Văn Cừ - Phường Ngọc Lâm,Long Biên,Hà Nội,3,5,35.0
22706896,40.0,4.35,Sổ đỏ,2025-10-01,Nguyễn Văn Cừ - Phường Gia Thụy,Long Biên,Hà Nội,2,2,20.0
22707193,90.0,11.5,Sổ đỏ,2025-10-01,Ngọc Lâm - Phường Ngọc Lâm,Long Biên,Hà Nội,,,90.0
22707057,54.0,7.0,Sổ đỏ,2025-10-01,Việt Hưng - Phường Việt Hưng,Long Biên,Hà Nội,,,54.0
22707961,150.0,6.25,Sổ đỏ,2025-10-01,Hoa Lâm - Phường Việt Hưng,Long Biên,Hà Nội,3,4,30.0
22708021,320.0,22.5,Sổ đỏ,2025-10-01,Nguyễn Sơn - Phường Gia Thụy,Long Biên,Hà Nội,4,5,80.0
22706682,210.0,6.5,Sổ đỏ,2025-10-01,Thượng Thanh - Phường Thượng Thanh,Long Biên,Hà Nội,4,4,50.0
22708919,150.0,6.7,Sổ đỏ,2025-10-01,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,4,30.0
22706895,240.0,14.2,Sổ đỏ,2025-10-01,Nguyễn Sơn - Phường Gia Thụy,Long Biên,Hà Nội,3,5,40.0
22706678,150.0,6.0,Sổ đỏ,2025-10-01,Nam Đuống - Phường Thượng Thanh,Long Biên,Hà Nội,3,4,32.0
22706681,46.0,5.3,Sổ đỏ,2025-10-01,Nam Đuống - Phường Thượng Thanh,Long Biên,Hà Nội,,,46.0
22708647,170.0,10.4,Sổ đỏ,2025-10-01,Bồ Đề - Phường Bồ Đề,Long Biên,Hà Nội,4,3,45.0
22708650,330.0,16.5,Sổ đỏ,2025-10-01,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,4,6,65.0
22706506,130.0,22.0,Sổ đỏ,2025-10-01,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,,,130.0
22707585,55.0,6.8,Sổ đỏ,2025-10-01,Nguyễn Văn Linh - Phường Phúc Đồng,Long Biên,Hà Nội,,,55.0
22708806,420.0,17.0,Sổ đỏ,2025-10-01,Thanh Am - Phường Thượng Thanh,Long Biên,Hà Nội,4,8,70.0
22707583,160.0,9.0,Sổ đỏ,2025-10-01,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,4,5,45.0
22707054,115.0,5.5,Sổ đỏ,2025-10-01,Phú Viên - Phường Bồ Đề,Long Biên,Hà Nội,3,4,33.0
22707468,250.0,11.0,Sổ đỏ,2025-10-01,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,4,70.0
22707055,70.0,6.4,Sổ đỏ,2025-10-01,Nguyễn Văn Cừ - Phường Gia Thụy,Long Biên,Hà Nội,,,54.0
22706022,150.0,6.0,Sổ đỏ,2025-10-01,Hoa Lâm - Phường Việt Hưng,Long Biên,Hà Nội,3,4,30.0
22707050,65.0,10.5,Sổ đỏ,2025-10-01,Ô Cách - Phường Đức Giang,Long Biên,Hà Nội,,,65.0
22706670,100.0,24.0,Sổ đỏ,2025-10-01,Lâm Du - Phường Bồ Đề,Long Biên,Hà Nội,3,5,100.0
22708914,170.0,13.2,Sổ đỏ,2025-10-01,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,4,3,44.0
22706671,210.0,8.6,Sổ đỏ,2025-10-01,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,4,50.0
22706021,160.0,8.5,Sổ đỏ,2025-10-01,Đức Giang - Phường Đức Giang,Long Biên,Hà Nội,3,3,40.0
22705761,40.0,5.45,Sổ đỏ,2025-10-01,Phúc lợi - Phường Phúc Lợi,Long Biên,Hà Nội,,,40.0
22706020,250.0,10.5,Sổ đỏ,2025-10-01,Đức Giang - Phường Đức Giang,Long Biên,Hà Nội,4,5,50.0
22705648,170.0,10.0,Sổ đỏ,2025-10-01,Đức Giang - Phường Đức Giang,Long Biên,Hà Nội,3,4,48.0
22705650,180.0,6.2,Sổ đỏ,2025-10-01,Ngô Gia Tự - Phường Thượng Thanh,Long Biên,Hà Nội,3,4,36.0
22710081,150.0,5.7,Sổ đỏ,2025-10-01,Thanh Am - Phường Thượng Thanh,Long Biên,Hà Nội,3,4,30.0
22709255,250.0,8.5,Sổ đỏ,2025-10-01,Thanh Am - Phường Thượng Thanh,Long Biên,Hà Nội,3,4,48.0
22710064,280.0,16.0,Sổ đỏ,2025-10-01,Gia Thượng - Phường Ngọc Thụy,Long Biên,Hà Nội,4,4,72.0
22710075,240.0,9.5,Sổ đỏ,2025-10-01,Lâm Du - Phường Bồ Đề,Long Biên,Hà Nội,4,4,60.0
22710077,68.0,11.0,Sổ đỏ,2025-10-01,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,,,68.0
22709183,230.0,6.5,Sổ đỏ,2025-10-01,Đức Giang - Phường Đức Giang,Long Biên,Hà Nội,4,4,48.0
22709233,180.0,8.3,Sổ đỏ,2025-10-01,Nguyễn Văn Cừ - Phường Ngọc Lâm,Long Biên,Hà Nội,3,4,38.0
22709242,180.0,6.6,Sổ đỏ,2025-10-01,Thanh Am - Phường Thượng Thanh,Long Biên,Hà Nội,4,3,60.0
22708902,100.0,5.45,Sổ đỏ,2025-10-01,Ngọc Lâm - Phường Ngọc Lâm,Long Biên,Hà Nội,3,3,26.0
22708910,300.0,15.0,Sổ đỏ,2025-10-01,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,5,47.0
22708912,180.0,14.0,Sổ đỏ,2025-10-01,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,5,44.0
22708896,500.0,18.0,Sổ đỏ,2025-10-01,Nguyễn Sơn - Phường Gia Thụy,Long Biên,Hà Nội,4,6,125.0
22708832,50.0,5.0,Sổ đỏ,2025-10-01,Bắc Cầu - Phường Ngọc Thụy,Long Biên,Hà Nội,,,50.0
22708813,200.0,11.75,Sổ đỏ,2025-10-01,Lý Sơn - Phường Ngọc Thụy,Long Biên,Hà Nội,4,3,50.0
22708810,200.0,6.6,Sổ đỏ,2025-10-01,Thanh Am - Phường Thượng Thanh,Long Biên,Hà Nội,3,4,54.0
22708804,160.0,7.45,Sổ đỏ,2025-10-01,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,4,4,45.0
22707059,58.0,6.0,Sổ đỏ,2025-10-01,Việt Hưng - Phường Việt Hưng,Long Biên,Hà Nội,,,58.0
22708643,260.0,14.8,Sổ đỏ,2025-10-01,Hồng Tiến - Phường Bồ Đề,Long Biên,Hà Nội,4,7,45.0
22706674,180.0,6.95,Sổ đỏ,2025-10-01,Hoa Lâm - Phường Việt Hưng,Long Biên,Hà Nội,3,5,30.0
22705762,92.0,13.0,Sổ đỏ,2025-10-01,Nguyễn Văn Linh - Phường Phúc Đồng,Long Biên,Hà Nội,,,92.0
22705386,150.0,5.1,Sổ đỏ,2025-10-01,Phúc lợi - Phường Phúc Lợi,Long Biên,Hà Nội,3,4,30.0
22710267,350.0,16.0,Sổ đỏ,2025-10-01,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,4,5,75.0
22705774,90.0,8.4,Sổ đỏ,2025-09-30,Bắc Biên - Phường Ngọc Thụy,Long Biên,Hà Nội,,,90.0
22707969,200.0,9.65,Sổ đỏ,2025-09-30,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,5,35.0
22708109,250.0,11.5,Sổ đỏ,2025-09-30,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,4,50.0
22705775,60.0,7.9,Sổ đỏ,2025-09-30,Nam Đuống - Phường Thượng Thanh,Long Biên,Hà Nội,,,60.0
22707732,250.0,7.2,Sổ hồng,2025-09-30,Đại lộ Thăng Long - Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,5,6,42.0
22707676,476.0,17.6,Sổ hồng,2025-09-30,Đường Bưởi - Phường Ngọc Hà,Ba Đình,Hà Nội,12,12,95.0
22706948,200.0,8.4,Sổ hồng,2025-09-30,Lê Quang Đạo - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,4,4,50.0
22706897,606.0,21.0,Sổ hồng,2025-09-30,Xuân Tảo - Phường Xuân La,Tây Hồ,Hà Nội,13,13,85.0
22706826,1.0,56.0,Sổ hồng,2025-09-30,Đường 32 - Phường Quan Hoa,Cầu Giấy,Hà Nội,3,6,225.0
22706235,,6.0,Sổ hồng,2025-09-30,Đại lộ Thăng Long - Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,4,5,36.0
22706208,168.0,6.0,Sổ hồng,2025-09-30,Thiên Hiền - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,5,5,31.0
22706206,423.0,30.0,Sổ hồng,2025-09-30,Đường 32 - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,5,141.0
22706196,,16.0,Sổ hồng,2025-09-30,Đại lộ Thăng Long - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,5,5,55.0
22706191,256.0,18.6,Sổ hồng,2025-09-30,Đường 32 - Phường Dịch Vọng,Cầu Giấy,Hà Nội,6,7,64.0
22706025,846.0,28.0,Sổ hồng,2025-09-30,Mễ Trì - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,32,32,104.0
22706023,150.0,6.0,Sổ hồng,2025-09-30,Đường 32 - Phường Dịch Vọng,Cầu Giấy,Hà Nội,3,4,30.0
22706009,900.0,50.0,Sổ hồng,2025-09-30,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,15,15,
22706007,1.0,68.0,Sổ hồng,2025-09-30,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,8,8,130.0
22706005,270.0,11.0,Sổ hồng,2025-09-30,Đỗ Đình Thiện - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,10,10,45.0
22706004,360.0,10.0,Sổ hồng,2025-09-30,Lạc Long Quân - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,5,72.0
22706003,735.0,17.0,Sổ hồng,2025-09-30,Cầu Diễn - Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,17,17,105.0
22706002,446.0,16.0,Sổ hồng,2025-09-30,Mễ Trì - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,14,14,53.0
22707986,198.0,9.0,Sổ hồng,2025-09-30,Đường 32 - Phường Quan Hoa,Cầu Giấy,Hà Nội,3,5,32.0
22707981,150.0,8.0,Sổ hồng,2025-09-30,Đường 32 - Phường Quan Hoa,Cầu Giấy,Hà Nội,3,4,31.0
22705647,470.0,30.0,Sổ hồng,2025-09-30,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,9,65.0
22705643,170.0,7.0,Sổ hồng,2025-09-30,Dịch Vọng Hậu - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,3,4,33.0
22705651,830.0,28.0,Sổ hồng,2025-09-30,Đường số 32 - Phường Cầu Diễn,Nam Từ Liêm,Hà Nội,28,29,114.0
22705676,540.0,60.0,Giấy tờ hợp lệ,2025-09-30,Lạc Long Quân - Phường Bưởi,Tây Hồ,Hà Nội,2,4,270.0
22705745,44.0,3.0,Sổ hồng,2025-09-30,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,2,1,
22705752,1.0,78.0,Sổ hồng,2025-09-30,Quốc Lộ 32 - Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,7,14,151.0
22705753,119.0,19.0,Sổ hồng,2025-09-30,Đại lộ Thăng Long - Phường Tây Mỗ,Nam Từ Liêm,Hà Nội,27,27,
22705754,430.0,17.0,Sổ hồng,2025-09-30,Đường 32 - Phường Dịch Vọng,Cầu Giấy,Hà Nội,20,20,65.0
22705781,120.0,3.0,Giấy tờ hợp lệ,2025-09-30,Đình Thôn - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,3,2,
22705799,120.0,7.0,Sổ hồng,2025-09-30,Cầu Diễn - Phường Trung Văn,Nam Từ Liêm,Hà Nội,3,2,
22705840,378.0,12.0,Sổ hồng,2025-09-30,Phạm Hùng - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,9,9,51.0
22705849,340.0,14.0,Sổ hồng,2025-09-30,Đại lộ Thăng Long - Phường Tây Mỗ,Nam Từ Liêm,Hà Nội,5,5,81.0
22705855,113.0,8.0,Sổ hồng,2025-09-30,Bờ sông - Phường Trung Hòa,Cầu Giấy,Hà Nội,3,2,
22705858,525.0,20.0,Sổ hồng,2025-09-30,Đại lộ Thăng Long - Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,13,13,106.0
22705972,350.0,19.4,Sổ hồng,2025-09-30,Đào Tấn - Phường Cống Vị,Ba Đình,Hà Nội,3,5,70.0
22705973,300.0,14.4,Sổ đỏ,2025-09-30,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,4,60.0
22706315,328.0,11.0,Sổ hồng,2025-09-30,Hoàng Quốc Việt - Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,5,7,53.0
22706439,,24.0,Sổ hồng,2025-09-30,Trần Quốc Hoàn - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,4,5,67.0
22707058,300.0,14.0,Sổ hồng,2025-09-30,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,10,10,50.0
22707735,175.0,12.0,Sổ hồng,2025-09-30,Phạm Văn Đồng - Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,3,5,35.0
22705639,740.0,24.0,Sổ hồng,2025-09-30,Đường 32,None,Hà Nội,4,5,144.0
22705700,92.0,8.0,Sổ hồng,2025-09-30,Lạc Long Quân - Phường Bưởi,Tây Hồ,Hà Nội,2,2,
22705712,150.0,4.0,Sổ hồng,2025-09-30,Đào Tấn - Phường Cống Vị,Ba Đình,Hà Nội,3,2,
22705715,518.0,16.0,Sổ hồng,2025-09-30,Phạm Văn Đồng - Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,21,21,
22705729,51.0,14.0,Sổ hồng,2025-09-30,Đường 32,None,Hà Nội,17,17,
22705741,250.0,9.0,Sổ hồng,2025-09-30,Đại lộ Thăng Long - Phường Tây Mỗ,Nam Từ Liêm,Hà Nội,5,6,50.0
22705859,280.0,14.0,Sổ hồng,2025-09-30,Bắc Hồng 2 - Phường Hạ Đình,Thanh Xuân,Hà Nội,3,3,45.0
22705890,70.0,18.0,Sổ hồng,2025-09-30,Liễu Giai - Phường Cống Vị,Ba Đình,Hà Nội,15,15,
22705910,298.0,22.0,Sổ hồng,2025-09-30,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,6,4,72.0
22705925,639.0,26.0,Sổ hồng,2025-09-30,Đường 32 - Phường Quan Hoa,Cầu Giấy,Hà Nội,29,29,
22705931,265.0,12.0,Sổ hồng,2025-09-30,Cầu Diễn - Phường Cầu Diễn,Nam Từ Liêm,Hà Nội,6,6,51.0
22705940,248.0,14.0,Sổ hồng,2025-09-30,Cát Linh - Phường Thịnh Quang,Đống Đa,Hà Nội,5,4,46.0
22705951,170.0,9.6,Sổ hồng,2025-09-30,Lạc Long Quân - Phường Bưởi,Tây Hồ,Hà Nội,4,4,40.0
22705947,170.0,10.0,Sổ hồng,2025-09-30,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,3,4,32.0
22705963,238.0,6.2,Sổ hồng,2025-09-30,Bằng A - Phường Lĩnh Nam,Hoàng Mai,Hà Nội,3,4,32.0
22705971,188.0,17.6,Sổ hồng,2025-09-30,Đường Bưởi - Phường Cống Vị,Ba Đình,Hà Nội,4,5,30.0
22705999,85.0,16.0,Sổ hồng,2025-09-30,Đại lộ Thăng Long - Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,22,23,
22706451,300.0,30.0,Sổ hồng,2025-09-30,Đường 32 - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,6,4,58.0
22706902,136.0,6.8,Sổ hồng,2025-09-30,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,5,34.0
22707779,264.0,9.9,Sổ hồng,2025-09-30,Đường 32 - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,5,6,44.0
22705003,420.0,20.0,Sổ đỏ,2025-09-30,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,8,9,65.0
22705031,165.0,8.0,Sổ hồng,2025-09-30,Đường Bưởi - Phường Vĩnh Phúc,Ba Đình,Hà Nội,3,4,33.0
22705604,400.0,20.0,Sổ hồng,2025-09-30,Xuân La-Xuân Đỉnh - Phường Xuân Tảo,Bắc Từ Liêm,Hà Nội,6,8,65.0
22705612,280.0,20.0,Sổ hồng,2025-09-30,Trần Quốc Hoàn - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,5,4,52.0
22705636,280.0,17.0,Sổ hồng,2025-09-30,Nguyễn Khang - Phường Yên Hòa,Cầu Giấy,Hà Nội,4,6,45.0
22705922,260.0,13.0,Sổ hồng,2025-09-30,Đường 32 - Phường Quan Hoa,Cầu Giấy,Hà Nội,6,5,40.0
22705955,180.0,6.0,Sổ hồng,2025-09-30,Đình Thôn - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,3,4,32.0
22705960,216.0,8.6,Sổ hồng,2025-09-30,Trường Chinh - Phường Hạ Đình,Thanh Xuân,Hà Nội,3,4,41.0
22705979,150.0,7.2,Sổ hồng,2025-09-30,Chợ Khâm Thiên - Phường Khâm Thiên,Đống Đa,Hà Nội,3,4,30.0
22706078,250.0,17.8,Sổ hồng,2025-09-30,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,6,7,50.0
22706075,1.0,85.0,Sổ hồng,2025-09-30,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,6,7,200.0
22706086,180.0,6.8,Sổ hồng,2025-09-30,Phạm Văn Đồng - Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,4,4,35.0
22706097,,12.4,Sổ hồng,2025-09-30,Phú Mỹ - Phường Phú Đô,Nam Từ Liêm,Hà Nội,4,4,66.0
22706146,88.0,5.0,Sổ hồng,2025-09-30,Thiên Hiền - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,3,2,88.0
22706147,650.0,26.0,Sổ hồng,2025-09-30,Đường 32 - Phường Dịch Vọng,Cầu Giấy,Hà Nội,10,11,105.0
22706151,240.0,10.0,Sổ hồng,2025-09-30,Trần Duy Hưng - Phường Trung Hòa,Cầu Giấy,Hà Nội,6,6,44.0
22706442,286.0,20.0,Sổ hồng,2025-09-30,Đường 32 - Phường Quan Hoa,Cầu Giấy,Hà Nội,3,4,95.0
22707786,225.0,10.0,Sổ hồng,2025-09-30,Đường Bưởi - Phường Vĩnh Phúc,Ba Đình,Hà Nội,4,5,45.0
22707784,376.0,13.0,Sổ hồng,2025-09-30,An Dương - Phường Xuân La,Tây Hồ,Hà Nội,6,8,47.0
22707783,275.0,10.0,Sổ hồng,2025-09-30,Võ Chí Công - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,5,55.0
22707670,196.0,6.8,Sổ hồng,2025-09-30,Đường số 32 - Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,3,6,32.0
22707401,444.0,19.0,Sổ hồng,2025-09-30,Trần Cung - Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,18,18,74.0
22707376,250.0,10.0,Sổ hồng,2025-09-30,Lạc Long Quân - Phường Bưởi,Tây Hồ,Hà Nội,3,4,40.0
22707378,360.0,12.0,Sổ hồng,2025-09-30,Võ Chí Công - Phường Xuân La,Tây Hồ,Hà Nội,8,9,60.0
22707339,350.0,17.0,Sổ hồng,2025-09-30,Châu Văn Liêm - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,9,6,50.0
22707284,528.0,63.0,Sổ hồng,2025-09-30,Dốc Tam Đa - Phường Thụy Khuê,Tây Hồ,Hà Nội,3,6,176.0
22706668,559.0,20.6,Sổ hồng,2025-09-30,Lê Quang Đạo - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,27,27,77.0
22706665,900.0,52.0,Sổ hồng,2025-09-30,Đường 32 - Phường Trung Hòa,Cầu Giấy,Hà Nội,8,16,100.0
22706656,90.0,5.5,Sổ hồng,2025-09-30,Đại lộ Thăng Long - Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,3,2,
22706391,89.0,5.8,Sổ hồng,2025-09-30,Đại lộ Thăng Long - Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,3,2,
22706372,120.0,11.0,Sổ hồng,2025-09-30,Xuân Tảo - Phường Xuân La,Tây Hồ,Hà Nội,3,2,
22706346,338.0,11.0,Sổ hồng,2025-09-30,Hoàng Quốc Việt - Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,6,7,53.0
22706342,438.0,18.0,Sổ hồng,2025-09-30,Liễu Giai - Phường Cống Vị,Ba Đình,Hà Nội,6,8,51.0
22705907,218.0,17.0,Sổ hồng,2025-09-30,Cầu Giấy - Phường Dịch Vọng,Cầu Giấy,Hà Nội,7,6,40.0
22705905,308.0,23.0,Sổ hồng,2025-09-30,Cầu Giấy - Phường Dịch Vọng,Cầu Giấy,Hà Nội,5,4,41.0
22705899,656.0,28.0,Sổ hồng,2025-09-30,Trường Chinh - Phường Hạ Đình,Thanh Xuân,Hà Nội,17,17,
22705896,656.0,28.0,Sổ hồng,2025-09-30,Trường Chinh - Phường Hạ Đình,Thanh Xuân,Hà Nội,17,17,
22705892,70.0,18.0,Sổ hồng,2025-09-30,Hoàng Quốc Việt - Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,17,17,
22709956,68.0,3.74,Sổ hồng,2025-09-30,Chùa Hà - Phường Yên Hòa,Cầu Giấy,Hà Nội,2,2,
22709954,35.0,7.0,Sổ đỏ,2025-09-30,Hòa Bình 4 - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,4,4,33.0
22704650,78.0,6.8,Sổ đỏ,2025-09-29,Đa Tốn,None,Hà Nội,,,78.0
22704649,46.0,6.25,Sổ đỏ,2025-09-29,Đông Dư Thượng,None,Hà Nội,,,46.0
22704447,41.0,4.9,Sổ đỏ,2025-09-29,Đa Tốn,None,Hà Nội,,,41.0
22704444,98.0,8.2,Sổ đỏ,2025-09-29,DT179,None,Hà Nội,,,98.0
22704442,73.0,9.8,Sổ đỏ,2025-09-29,thôn Cửu Việt,None,Hà Nội,,,73.0
22704440,73.0,9.8,Sổ đỏ,2025-09-29,thôn Cửu Việt,None,Hà Nội,,,73.0
22704439,79.0,3.45,Sổ đỏ,2025-09-29,Nguyễn Quý Trị,None,Hà Nội,,,79.0
22704385,34.0,3.6,Sổ đỏ,2025-09-29,Đông Dư Thượng,None,Hà Nội,,,34.0
22704384,40.0,3.85,Sổ đỏ,2025-09-29,Đa Tốn,None,Hà Nội,,,40.0
22704367,54.0,6.4,Sổ đỏ,2025-09-29,Đa Tốn,None,Hà Nội,,,54.0
22704366,52.0,5.8,Sổ đỏ,2025-09-29,Đa Tốn,None,Hà Nội,,,52.0
22704363,52.0,6.45,Sổ đỏ,2025-09-29,Đa Tốn,None,Hà Nội,,,52.0
22709895,63.0,13.184,Sổ hồng,2025-09-29,Tứ Liên - Phường Tứ Liên,Tây Hồ,Hà Nội,5,4,64.0
22709893,60.0,3.5,Sổ đỏ,2025-09-29,Phan Trọng Tuệ - Phường La Khê,Hà Đông,Hà Nội,2,2,60.0
22706180,52.0,6.5,Sổ hồng,2025-09-26,Đường 70B Đông Mỹ,None,Hà Nội,3,4,41.0
22706624,57.0,3.4,Sổ đỏ,2025-09-26,Liên Thôn,None,Hà Nội,,,57.0
22706922,75.0,6.35,Sổ đỏ,2025-09-26,Đông Mỹ - Liên Ninh,None,Hà Nội,4,5,47.0
22709614,222.0,8.6,Sổ đỏ,2025-09-26,Đường 70A - Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,4,5,37.0
22709591,77.0,4.4,Sổ đỏ,2025-09-26,Xa La - Phường Phúc La,Hà Đông,Hà Nội,,2,77.0
22709585,110.0,7.78,Sổ đỏ,2025-09-26,Cầu Am - Phường Vạn Phúc,Hà Đông,Hà Nội,3,2,
