ma_bds,dien_tich_su_dung_m2,gia(ty),title,phap_ly,ngay_dang,phuong_xa,quan_huyen,thanh_pho,nha_tam,phong_ngu,dien_tich_dat_m2,chieu_dai_m,chieu_rong_m,loai_hinh
22710676,30.0,8.8,"Bán Nhà hẻm, ngõ Võ Chí Công",Sổ đỏ,2025-10-23,Võ Chí Công - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,4,30.0,5.5,5.0,nha
22711522,572.0,60.0,"Bán Nhà mặt tiền, phố Hồng Tiến",Sổ đỏ,2025-10-24,Hồng Tiến - Phường Bồ Đề,Long Biên,Hà Nội,6,6,82.0,16.0,5.2,nha
22711662,320.0,20.3,"Bán Nhà mặt tiền, phố Phúc lợi",Sổ đỏ,2025-10-24,Phúc lợi - Phường Phúc Lợi,Long Biên,Hà Nội,3,4,82.0,16.2,5.0,nha
22712214,420.0,21.4,"Bán Nhà mặt tiền, phố Vũ Xuân Thiều",Sổ đỏ,2025-10-24,Vũ Xuân Thiều - Phường Sài Đồng,Long Biên,Hà Nội,5,4,60.0,12.0,5.0,nha
22712541,75.0,5.125,Bán Chung cư Hanhomes Blue Star,Sổ đỏ,2025-10-23,Phố Thành Trung,None,Hà Nội,2,2,,,,chung_cu
22712711,306.0,16.7,"Bán Nhà mặt tiền, phố Bát Khối",Sổ đỏ,2025-10-23,Bát Khối - Phường Cự Khối,Long Biên,Hà Nội,3,4,74.0,9.5,8.0,nha
22713093,525.0,22.8,"Bán Nhà mặt tiền, phố Sài Đồng",Sổ đỏ,2025-10-24,Sài Đồng - Phường Sài Đồng,Long Biên,Hà Nội,4,4,105.0,15.0,7.0,nha
22707657,381.0,36.9,Bán Đất thổ cư Giáp Hải,Sổ đỏ,2025-10-24,Giáp Hải,None,Hà Nội,8,8,381.0,42.0,9.0,dat
22710824,440.0,25.0,"Bán Nhà mặt tiền, phố Chính Trung",Sổ đỏ,2025-10-24,Chính Trung,None,Hà Nội,3,4,110.0,15.5,7.0,nha
22709072,201.0,14.9,Bán Đất thổ cư DT179,Sổ đỏ,2025-10-24,DT179,None,Hà Nội,8,8,201.0,25.0,8.0,dat
22711520,180.0,16.6,"Bán Nhà mặt tiền, phố Cửa Việt",Sổ đỏ,2025-10-24,Cửa Việt,None,Hà Nội,3,4,56.0,13.0,4.0,nha
22705667,180.0,6.25,"Bán Nhà hẻm, ngõ Thúy Lĩnh",Sổ đỏ,2025-10-24,Thúy Lĩnh - Phường Lĩnh Nam,Hoàng Mai,Hà Nội,5,4,30.0,9.2,3.3,nha
22706380,52.0,4.85,"Bán Nhà hẻm, ngõ Đông Dư Thượng",Sổ đỏ,2025-10-24,Đông Dư Thượng,None,Hà Nội,1,2,52.5,12.5,4.5,nha
22706416,90.0,8.0,Bán Đất thổ cư Đông Dư Thượng,Sổ đỏ,2025-10-24,Đông Dư Thượng,None,Hà Nội,6,6,90.0,18.0,5.6,dat
22706700,350.0,24.0,"Bán Nhà mặt tiền, phố Lâm Du",Sổ đỏ,2025-10-24,Lâm Du - Phường Bồ Đề,Long Biên,Hà Nội,3,3,92.5,15.0,6.4,nha
22706785,190.0,5.75,"Bán Nhà hẻm, ngõ Thúy Lĩnh",Sổ đỏ,2025-10-24,Thúy Lĩnh - Phường Lĩnh Nam,Hoàng Mai,Hà Nội,3,3,47.0,11.5,4.0,nha
22710660,50.0,8.99,"Bán Nhà mặt tiền, phố Lê Trọng Tấn",Sổ đỏ,2025-10-24,Lê Trọng Tấn - Phường Khương Mai,Thanh Xuân,Hà Nội,3,5,50.0,10.0,5.0,nha
22698078,38.0,7.8,"Bán Nhà hẻm, ngõ Lê Trọng Tấn",Sổ đỏ,2025-10-24,Lê Trọng Tấn - Phường Khương Mai,Thanh Xuân,Hà Nội,4,4,38.0,6.5,5.0,nha
22690993,45.0,8.9,"Bán Nhà mặt tiền, phố Kim Giang",Sổ đỏ,2025-10-24,Kim Giang - Phường Đại Kim,Hoàng Mai,Hà Nội,3,4,45.0,11.0,4.0,nha
22674961,38.0,6.599,"Bán Nhà mặt tiền, phố Định Công Hạ",Sổ đỏ,2025-10-24,Định Công Hạ - Phường Định Công,Hoàng Mai,Hà Nội,3,4,39.0,10.0,4.0,nha
22696486,41.0,6.7,"Bán Nhà mặt tiền, phố Định Công",Sổ đỏ,2025-10-23,Định Công - Phường Định Công,Hoàng Mai,Hà Nội,4,3,42.0,11.0,4.0,nha
22663229,41.0,6.6,"Bán Nhà mặt tiền, phố Nguyễn Đức Cảnh",Sổ đỏ,2025-10-23,Nguyễn Đức Cảnh - Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,3,4,41.0,11.0,4.0,nha
22662344,56.0,7.4,"Bán Nhà mặt tiền, phố Khương Hạ",Sổ đỏ,2025-10-23,Khương Hạ - Phường Khương Đình,Thanh Xuân,Hà Nội,4,4,56.0,11.0,5.0,nha
22658000,60.0,11.6,"Bán Nhà mặt tiền, phố Yên Xá",Sổ đỏ,2025-10-23,Yên Xá,None,Hà Nội,12,12,60.0,12.0,4.5,nha
22651057,35.0,6.7,"Bán Nhà mặt tiền, phố Kim Giang",Sổ đỏ,2025-10-23,Kim Giang - Phường Đại Kim,Hoàng Mai,Hà Nội,3,4,35.0,9.0,4.0,nha
22650912,50.0,11.499,"Bán Nhà mặt tiền, phố Đại Từ",Sổ đỏ,2025-10-23,Đại Từ - Phường Đại Kim,Hoàng Mai,Hà Nội,4,6,50.0,15.0,4.0,nha
22712603,61.0,13.3,"Bán Nhà hẻm, ngõ Quang Trung",Sổ đỏ,2025-10-23,Quang Trung - Phường Quang Trung,Hà Đông,Hà Nội,5,6,61.0,15.0,4.5,nha
22712601,48.0,9.8,"Bán Nhà hẻm, ngõ Đường 19 Tháng 5",Sổ đỏ,2025-10-23,Đường 19 Tháng 5 - Phường Văn Quán,Hà Đông,Hà Nội,2,3,48.0,11.0,4.0,nha
22712599,51.0,10.3,"Bán Nhà hẻm, ngõ Lê Lợi",Sổ đỏ,2025-10-23,Lê Lợi - Phường Hà Cầu,Hà Đông,Hà Nội,3,4,51.0,15.0,4.0,nha
22712600,53.0,10.8,"Bán Nhà hẻm, ngõ Bế Văn Đàn",Sổ đỏ,2025-10-23,Bế Văn Đàn - Phường Quang Trung,Hà Đông,Hà Nội,2,3,53.0,9.0,6.4,nha
22712598,52.0,10.599,"Bán Nhà hẻm, ngõ Vạn Phúc",Sổ đỏ,2025-10-23,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,3,4,53.0,14.0,4.0,nha
22712597,55.0,11.0,"Bán Nhà hẻm, ngõ Vạn Phúc",Sổ đỏ,2025-10-23,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,3,4,55.0,15.0,4.0,nha
22712596,64.0,12.8,"Bán Nhà hẻm, ngõ Đường 19 Tháng 5",Sổ đỏ,2025-10-23,Đường 19 Tháng 5 - Phường Văn Quán,Hà Đông,Hà Nội,2,2,64.0,16.0,4.2,nha
22712595,67.0,13.4,"Bán Nhà hẻm, ngõ Chiến Thắng",Sổ đỏ,2025-10-23,Chiến Thắng - Phường Văn Quán,Hà Đông,Hà Nội,2,3,67.0,14.0,5.1,nha
22712594,66.0,13.1,"Bán Nhà hẻm, ngõ Lê Lợi",Sổ đỏ,2025-10-23,Lê Lợi - Phường Hà Cầu,Hà Đông,Hà Nội,3,6,66.0,9.0,8.0,nha
22712593,52.0,9.9,"Bán Nhà hẻm, ngõ Phùng Hưng",Sổ đỏ,2025-10-23,Phùng Hưng - Phường Phúc La,Hà Đông,Hà Nội,2,4,52.0,11.0,5.0,nha
22712592,53.0,10.3,"Bán Nhà hẻm, ngõ Lương Văn Can",Sổ đỏ,2025-10-23,Lương Văn Can - Phường Nguyễn Trãi,Hà Đông,Hà Nội,2,2,53.0,14.0,4.0,nha
22712591,53.0,10.299,"Bán Nhà hẻm, ngõ Vạn Phúc",Sổ đỏ,2025-10-23,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,3,4,53.0,13.0,4.0,nha
22712590,52.0,9.899,"Bán Nhà hẻm, ngõ Ngô Quyền",Sổ đỏ,2025-10-23,Ngô Quyền - Phường Vạn Phúc,Hà Đông,Hà Nội,2,3,52.0,9.0,6.3,nha
22712589,54.0,10.1,"Bán Nhà hẻm, ngõ Thanh Bình",Sổ đỏ,2025-10-23,Thanh Bình - Phường Mộ Lao,Hà Đông,Hà Nội,1,1,54.0,14.0,3.8,nha
22712588,66.0,12.4,"Bán Nhà hẻm, ngõ Nguyễn Văn Lộc",Sổ đỏ,2025-10-23,Nguyễn Văn Lộc - Phường Mộ Lao,Hà Đông,Hà Nội,2,2,66.0,13.0,5.0,nha
22712587,85.0,14.8,"Bán Nhà hẻm, ngõ Cầu Am",Sổ đỏ,2025-10-23,Cầu Am - Phường Vạn Phúc,Hà Đông,Hà Nội,3,4,85.0,13.0,6.0,nha
22712586,84.0,14.8,"Bán Nhà hẻm, ngõ Lương Văn Can",Sổ đỏ,2025-10-23,Lương Văn Can - Phường Nguyễn Trãi,Hà Đông,Hà Nội,9,9,85.0,22.0,4.0,nha
22712585,73.0,12.6,"Bán Nhà hẻm, ngõ Yên Phúc",Sổ đỏ,2025-10-23,Yên Phúc - Phường Phúc La,Hà Đông,Hà Nội,8,9,73.0,13.0,5.5,nha
22712584,64.0,11.1,"Bán Nhà hẻm, ngõ Tây Sơn",Sổ đỏ,2025-10-23,Tây Sơn - Phường Yết Kiêu,Hà Đông,Hà Nội,3,3,65.0,15.0,4.5,nha
22712582,82.0,14.1,"Bán Nhà hẻm, ngõ Tô Hiệu",Sổ đỏ,2025-10-23,Tô Hiệu - Phường Nguyễn Trãi,Hà Đông,Hà Nội,3,4,82.0,20.0,4.2,nha
22712580,75.0,12.699,"Bán Nhà hẻm, ngõ Nguyễn Thái Học",Sổ đỏ,2025-10-23,Nguyễn Thái Học - Phường Yết Kiêu,Hà Đông,Hà Nội,2,3,75.0,13.0,5.0,nha
22712392,62.0,10.3,"Bán Nhà hẻm, ngõ Tô Hiệu",Sổ đỏ,2025-10-23,Tô Hiệu - Phường Nguyễn Trãi,Hà Đông,Hà Nội,2,3,62.0,15.0,4.0,nha
22712178,80.0,11.8,"Bán Nhà hẻm, ngõ Đường 19 Tháng 5",Sổ đỏ,2025-10-23,Đường 19 Tháng 5 - Phường Văn Quán,Hà Đông,Hà Nội,2,3,81.0,20.0,4.5,nha
22712176,84.0,11.4,"Bán Nhà hẻm, ngõ Thanh Bình",Sổ đỏ,2025-10-23,Thanh Bình - Phường Mộ Lao,Hà Đông,Hà Nội,3,3,85.0,21.0,4.0,nha
22712177,82.0,11.6,"Bán Nhà hẻm, ngõ Vạn Phúc",Sổ đỏ,2025-10-23,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,3,3,83.0,18.0,4.5,nha
22712174,70.0,9.599,Bán Đất thổ cư Đường 19 Tháng 5,Sổ đỏ,2025-10-23,Đường 19 Tháng 5 - Phường Văn Quán,Hà Đông,Hà Nội,4,5,70.0,12.0,5.4,dat
22712152,67.0,12.9,"Bán Nhà hẻm, ngõ Vạn Phúc",Sổ đỏ,2025-10-23,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,3,6,68.0,8.0,5.0,nha
22712148,54.0,10.4,"Bán Nhà hẻm, ngõ Quang Trung",Sổ đỏ,2025-10-23,Quang Trung - Phường Quang Trung,Hà Đông,Hà Nội,3,4,55.0,13.0,4.0,nha
22712143,63.0,13.1,"Bán Nhà hẻm, ngõ Trần Phú",Sổ đỏ,2025-10-23,Trần Phú - Phường Văn Quán,Hà Đông,Hà Nội,5,6,63.0,13.0,4.5,nha
22712579,76.0,12.8,"Bán Nhà hẻm, ngõ Phùng Hưng",Sổ đỏ,2025-10-23,Phùng Hưng - Phường Phúc La,Hà Đông,Hà Nội,3,4,76.0,12.0,6.0,nha
22712578,62.0,10.3,"Bán Nhà hẻm, ngõ Tô Hiệu",Sổ đỏ,2025-10-23,Tô Hiệu - Phường Nguyễn Trãi,Hà Đông,Hà Nội,2,3,62.0,16.0,4.0,nha
22712577,77.0,12.6,"Bán Nhà hẻm, ngõ Lý Thường Kiệt",Sổ đỏ,2025-10-23,Lý Thường Kiệt - Phường La Khê,Hà Đông,Hà Nội,3,4,77.0,12.0,6.5,nha
22712401,66.0,12.4,"Bán Nhà hẻm, ngõ Nguyễn Văn Lộc",Sổ đỏ,2025-10-23,Nguyễn Văn Lộc - Phường Mộ Lao,Hà Đông,Hà Nội,2,2,66.0,13.0,5.0,nha
22712400,84.0,14.8,"Bán Nhà hẻm, ngõ Cầu Am",Sổ đỏ,2025-10-23,Cầu Am - Phường Vạn Phúc,Hà Đông,Hà Nội,3,4,85.0,14.0,6.0,nha
22712398,85.0,14.8,"Bán Nhà hẻm, ngõ Lương Văn Can",Sổ đỏ,2025-10-23,Lương Văn Can - Phường Nguyễn Trãi,Hà Đông,Hà Nội,8,9,85.0,22.0,4.0,nha
22712397,73.0,12.6,"Bán Nhà hẻm, ngõ Yên Phúc",Sổ đỏ,2025-10-23,Yên Phúc - Phường Phúc La,Hà Đông,Hà Nội,5,5,73.0,13.0,5.0,nha
22712396,64.0,11.1,"Bán Nhà hẻm, ngõ Tây Sơn",Sổ đỏ,2025-10-23,Tây Sơn - Phường Yết Kiêu,Hà Đông,Hà Nội,3,3,65.0,14.0,4.5,nha
22712395,82.0,14.1,"Bán Nhà hẻm, ngõ Tô Hiệu",Sổ đỏ,2025-10-23,Tô Hiệu - Phường Nguyễn Trãi,Hà Đông,Hà Nội,2,4,82.0,20.0,4.2,nha
22712394,75.0,12.7,"Bán Nhà hẻm, ngõ Nguyễn Thái Học",Sổ đỏ,2025-10-23,Nguyễn Thái Học - Phường Yết Kiêu,Hà Đông,Hà Nội,2,3,75.0,12.0,6.0,nha
22712393,75.0,12.8,"Bán Nhà hẻm, ngõ Phùng Hưng",Sổ đỏ,2025-10-23,Phùng Hưng - Phường Phúc La,Hà Đông,Hà Nội,3,4,76.0,13.0,6.0,nha
22712391,77.0,12.6,"Bán Nhà hẻm, ngõ Lý Thường Kiệt",Sổ đỏ,2025-10-23,Lý Thường Kiệt - Phường La Khê,Hà Đông,Hà Nội,3,5,77.0,12.0,6.5,nha
22712160,87.0,14.6,"Bán Nhà hẻm, ngõ Ngô Quyền",Sổ đỏ,2025-10-23,Ngô Quyền - Phường Vạn Phúc,Hà Đông,Hà Nội,3,4,87.0,14.0,6.0,nha
22712158,56.0,9.9,"Bán Nhà hẻm, ngõ Chiến Thắng",Sổ đỏ,2025-10-23,Chiến Thắng - Phường Văn Quán,Hà Đông,Hà Nội,2,2,56.0,14.7,3.8,nha
22712157,53.0,9.7,"Bán Nhà hẻm, ngõ Phan Đình Giót",Sổ đỏ,2025-10-23,Phan Đình Giót - Phường La Khê,Hà Đông,Hà Nội,3,3,54.0,8.0,6.3,nha
22712156,55.0,10.1,"Bán Nhà hẻm, ngõ Ngô Quyền",Sổ đỏ,2025-10-23,Ngô Quyền - Phường La Khê,Hà Đông,Hà Nội,3,4,55.0,14.0,4.0,nha
22712155,55.0,10.1,"Bán Nhà hẻm, ngõ Lê Lợi",Sổ đỏ,2025-10-23,Lê Lợi - Phường Hà Cầu,Hà Đông,Hà Nội,3,2,55.0,14.0,4.0,nha
22712151,69.0,13.2,"Bán Nhà hẻm, ngõ Nguyễn Văn Lộc",Sổ đỏ,2025-10-23,Nguyễn Văn Lộc - Phường Mộ Lao,Hà Đông,Hà Nội,2,3,69.0,13.5,5.1,nha
22712140,46.0,10.299,"Bán Nhà hẻm, ngõ Đường 19 Tháng 5",Sổ đỏ,2025-10-23,Đường 19 Tháng 5 - Phường Văn Quán,Hà Đông,Hà Nội,4,7,46.0,12.0,4.0,nha
22712134,51.0,12.3,"Bán Nhà hẻm, ngõ Tô Hiệu",Sổ đỏ,2025-10-23,Tô Hiệu - Phường Nguyễn Trãi,Hà Đông,Hà Nội,3,3,52.0,11.0,4.5,nha
22712173,89.0,13.4,Bán Đất thổ cư Vũ Trọng Khánh,Sổ đỏ,2025-10-23,Vũ Trọng Khánh - Phường Mộ Lao,Hà Đông,Hà Nội,6,6,89.0,14.0,6.5,dat
22712172,88.0,13.0,Bán Đất thổ cư Ngô Thì Nhậm,Sổ đỏ,2025-10-23,Ngô Thì Nhậm - Phường Quang Trung,Hà Đông,Hà Nội,6,6,89.0,20.0,4.4,dat
22712171,74.0,11.5,"Bán Nhà hẻm, ngõ Ngô Thì Nhậm",Sổ đỏ,2025-10-23,Ngô Thì Nhậm - Phường Quang Trung,Hà Đông,Hà Nội,2,2,74.0,11.0,7.0,nha
22712170,68.0,10.5,"Bán Nhà hẻm, ngõ Ao Sen",Sổ đỏ,2025-10-23,Ao Sen - Phường Mộ Lao,Hà Đông,Hà Nội,4,5,68.0,18.0,3.8,nha
22712169,79.0,12.4,"Bán Nhà hẻm, ngõ Trần Đăng Ninh",Sổ đỏ,2025-10-23,Trần Đăng Ninh - Phường Quang Trung,Hà Đông,Hà Nội,2,5,79.0,12.0,6.5,nha
22712168,64.0,10.1,"Bán Nhà hẻm, ngõ Nguyễn Viết Xuân",Sổ đỏ,2025-10-23,Nguyễn Viết Xuân - Phường Quang Trung,Hà Đông,Hà Nội,2,3,64.0,16.0,4.0,nha
22712167,78.0,12.6,"Bán Nhà hẻm, ngõ Đường 19 Tháng 5",Sổ đỏ,2025-10-23,Đường 19 Tháng 5 - Phường Văn Quán,Hà Đông,Hà Nội,3,4,78.0,14.0,6.0,nha
22712164,84.0,13.9,"Bán Nhà hẻm, ngõ Đường 19 Tháng 5",Sổ đỏ,2025-10-23,Đường 19 Tháng 5 - Phường Văn Quán,Hà Đông,Hà Nội,2,4,84.0,20.0,4.2,nha
22712166,77.0,12.5,"Bán Nhà hẻm, ngõ Hoàng Hoa Thám",Sổ đỏ,2025-10-23,Hoàng Hoa Thám - Phường Yết Kiêu,Hà Đông,Hà Nội,2,3,77.0,13.0,6.0,nha
22712163,67.0,10.9,"Bán Nhà hẻm, ngõ Lý Tự Trọng",Sổ đỏ,2025-10-23,Lý Tự Trọng - Phường Yết Kiêu,Hà Đông,Hà Nội,3,3,67.0,14.0,4.5,nha
22712162,75.0,12.4,"Bán Nhà hẻm, ngõ Xa La",Sổ đỏ,2025-10-23,Xa La - Phường Phúc La,Hà Đông,Hà Nội,12,12,75.0,13.0,5.5,nha
22712161,87.0,14.6,"Bán Nhà hẻm, ngõ Nguyễn Khuyến",Sổ đỏ,2025-10-23,Nguyễn Khuyến - Phường Văn Quán,Hà Đông,Hà Nội,7,8,87.0,22.0,4.0,nha
22712124,51.0,13.7,"Bán Nhà hẻm, ngõ Vạn Phúc",Sổ đỏ,2025-10-23,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,3,4,52.0,15.5,4.0,nha
22712122,54.0,11.5,"Bán Nhà hẻm, ngõ Đường 19 Tháng 5",Sổ đỏ,2025-10-23,Đường 19 Tháng 5 - Phường Văn Quán,Hà Đông,Hà Nội,4,5,54.0,11.0,5.5,nha
22712121,44.0,11.5,"Bán Nhà hẻm, ngõ Quang Trung",Sổ đỏ,2025-10-23,Quang Trung - Phường Quang Trung,Hà Đông,Hà Nội,4,6,44.0,11.0,4.0,nha
22712120,47.0,10.1,"Bán Nhà hẻm, ngõ Trần Phú",Sổ đỏ,2025-10-23,Trần Phú - Phường Mộ Lao,Hà Đông,Hà Nội,4,7,48.0,12.0,4.0,nha
22712119,60.0,13.1,"Bán Nhà hẻm, ngõ Đại An",Sổ đỏ,2025-10-23,Đại An - Phường Văn Quán,Hà Đông,Hà Nội,3,4,60.0,14.0,4.0,nha
22712118,48.0,10.3,"Bán Nhà hẻm, ngõ Vạn Phúc",Sổ đỏ,2025-10-23,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,2,3,48.0,12.0,4.0,nha
22712117,54.0,12.1,"Bán Nhà hẻm, ngõ Lý Thường Kiệt",Sổ đỏ,2025-10-23,Lý Thường Kiệt - Phường La Khê,Hà Đông,Hà Nội,3,3,54.0,12.0,4.5,nha
22712106,47.0,11.3,"Bán Nhà hẻm, ngõ Bế Văn Đàn",Sổ đỏ,2025-10-23,Bế Văn Đàn - Phường Quang Trung,Hà Đông,Hà Nội,4,6,47.0,12.0,4.0,nha
22712153,54.0,9.699,"Bán Nhà hẻm, ngõ Đường 19 Tháng 5",Sổ đỏ,2025-10-23,Đường 19 Tháng 5 - Phường Văn Quán,Hà Đông,Hà Nội,3,4,54.0,11.0,5.0,nha
22712150,66.0,12.6,"Bán Nhà hẻm, ngõ Phố Phúc La",Sổ đỏ,2025-10-23,Phố Phúc La - Phường Phúc La,Hà Đông,Hà Nội,2,2,66.0,16.0,4.2,nha
22712149,56.0,10.8,"Bán Nhà hẻm, ngõ Phùng Hưng",Sổ đỏ,2025-10-23,Phùng Hưng - Phường Phúc La,Hà Đông,Hà Nội,3,4,57.0,14.5,4.0,nha
22712147,54.0,10.1,"Bán Nhà hẻm, ngõ Phan Đình Giót",Sổ đỏ,2025-10-23,Phan Đình Giót - Phường La Khê,Hà Đông,Hà Nội,3,4,54.0,13.0,4.0,nha
22712146,55.0,10.6,"Bán Nhà hẻm, ngõ Phan Đình Giót",Sổ đỏ,2025-10-23,Phan Đình Giót - Phường La Khê,Hà Đông,Hà Nội,3,3,55.0,8.0,6.4,nha
22712144,50.0,9.6,"Bán Nhà hẻm, ngõ An Hòa",Sổ đỏ,2025-10-23,An Hòa - Phường Mộ Lao,Hà Đông,Hà Nội,1,3,50.0,12.5,4.0,nha
22712141,42.0,11.7,"Bán Nhà hẻm, ngõ Vũ Trọng Khánh",Sổ đỏ,2025-10-23,Vũ Trọng Khánh - Phường Mộ Lao,Hà Đông,Hà Nội,4,6,42.0,10.5,4.0,nha
22712139,57.0,13.3,"Bán Nhà hẻm, ngõ An Hòa",Sổ đỏ,2025-10-23,An Hòa - Phường Mộ Lao,Hà Đông,Hà Nội,3,4,58.0,14.3,4.0,nha
22712138,46.0,10.5,"Bán Nhà hẻm, ngõ Ao Sen",Sổ đỏ,2025-10-23,Ao Sen - Phường Mộ Lao,Hà Đông,Hà Nội,2,3,46.0,11.5,4.0,nha
22712125,53.0,13.5,"Bán Nhà hẻm, ngõ Ngô Quyền",Sổ đỏ,2025-10-23,Ngô Quyền - Phường Vạn Phúc,Hà Đông,Hà Nội,3,7,54.0,12.3,4.3,nha
22712127,59.0,14.3,"Bán Nhà hẻm, ngõ Ngô Thì Nhậm",Sổ đỏ,2025-10-23,Ngô Thì Nhậm - Phường Quang Trung,Hà Đông,Hà Nội,3,6,59.0,14.0,4.1,nha
22712123,43.0,12.1,"Bán Nhà hẻm, ngõ Lý Thường Kiệt",Sổ đỏ,2025-10-23,Lý Thường Kiệt - Phường La Khê,Hà Đông,Hà Nội,3,3,43.0,10.0,4.5,nha
22711821,44.0,10.5,"Bán Nhà hẻm, ngõ Bà Triệu",Sổ đỏ,2025-10-23,Bà Triệu - Phường Nguyễn Trãi,Hà Đông,Hà Nội,4,7,44.0,14.7,3.0,nha
22711819,50.0,11.9,"Bán Nhà hẻm, ngõ Vũ Trọng Khánh",Sổ đỏ,2025-10-23,Vũ Trọng Khánh - Phường Mộ Lao,Hà Đông,Hà Nội,4,4,50.0,9.1,5.5,nha
22711818,47.0,11.8,"Bán Nhà hẻm, ngõ Hà Trì",Sổ đỏ,2025-10-23,Hà Trì - Phường Hà Cầu,Hà Đông,Hà Nội,4,4,47.0,10.0,4.7,nha
22711817,59.0,13.5,"Bán Nhà hẻm, ngõ Vạn Phúc",Sổ đỏ,2025-10-23,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,5,6,59.0,15.1,3.9,nha
22711816,46.0,10.0,"Bán Nhà hẻm, ngõ Trần Phú",Sổ đỏ,2025-10-23,Trần Phú - Phường Văn Quán,Hà Đông,Hà Nội,2,3,46.0,15.9,2.9,nha
22711785,46.0,10.0,"Bán Nhà hẻm, ngõ Tô Hiệu",Sổ đỏ,2025-10-23,Tô Hiệu - Phường Nguyễn Trãi,Hà Đông,Hà Nội,8,8,46.0,15.3,3.0,nha
22711781,51.0,10.8,"Bán Nhà hẻm, ngõ Ngô Quyền",Sổ đỏ,2025-10-23,Ngô Quyền - Phường Vạn Phúc,Hà Đông,Hà Nội,3,4,51.0,13.0,4.0,nha
22711227,64.0,10.9,Bán Đất thổ cư Cầu Đơ,Sổ đỏ,2025-10-23,Cầu Đơ - Phường Văn Quán,Hà Đông,Hà Nội,5,5,64.0,17.0,3.8,dat
22712105,59.0,14.3,"Bán Nhà hẻm, ngõ Ngô Thì Nhậm",Sổ đỏ,2025-10-23,Ngô Thì Nhậm - Phường Quang Trung,Hà Đông,Hà Nội,5,6,59.0,14.5,4.1,nha
22712103,54.0,13.5,"Bán Nhà hẻm, ngõ Ngô Quyền",Sổ đỏ,2025-10-23,Ngô Quyền - Phường Vạn Phúc,Hà Đông,Hà Nội,4,7,54.0,12.6,4.3,nha
22712102,52.0,13.7,"Bán Nhà hẻm, ngõ Vạn Phúc",Sổ đỏ,2025-10-23,Vạn Phúc - Phường Vạn Phúc,Hà Đông,Hà Nội,3,4,52.0,12.0,4.0,nha
22712101,42.0,12.1,"Bán Nhà hẻm, ngõ Lý Thường Kiệt",Sổ đỏ,2025-10-23,Lý Thường Kiệt - Phường La Khê,Hà Đông,Hà Nội,3,3,43.0,9.5,4.5,nha
22712035,50.0,11.1,"Bán Nhà hẻm, ngõ Lê Hồng Phong",Sổ đỏ,2025-10-23,Lê Hồng Phong - Phường Hà Cầu,Hà Đông,Hà Nội,4,6,50.0,12.5,4.0,nha
22712028,56.0,13.3,"Bán Nhà hẻm, ngõ Thanh Bình",Sổ đỏ,2025-10-23,Thanh Bình - Phường Mộ Lao,Hà Đông,Hà Nội,4,7,56.0,13.0,4.3,nha
22712033,61.0,14.1,"Bán Nhà hẻm, ngõ Trần Đăng Ninh",Sổ đỏ,2025-10-23,Trần Đăng Ninh - Phường Quang Trung,Hà Đông,Hà Nội,3,6,61.0,15.0,4.1,nha
22712024,54.0,13.5,"Bán Nhà hẻm, ngõ Chiến Thắng",Sổ đỏ,2025-10-23,Chiến Thắng - Phường Văn Quán,Hà Đông,Hà Nội,5,4,54.0,13.5,4.0,nha
22712021,45.0,11.9,"Bán Nhà hẻm, ngõ Phan Đình Giót",Sổ đỏ,2025-10-23,Phan Đình Giót - Phường La Khê,Hà Đông,Hà Nội,3,3,45.0,10.0,4.5,nha
22711831,47.0,11.5,"Bán Nhà hẻm, ngõ Ngô Thì Nhậm",Sổ đỏ,2025-10-23,Ngô Thì Nhậm - Phường Vạn Phúc,Hà Đông,Hà Nội,4,6,47.0,,,nha
22711842,41.0,12.3,"Bán Nhà hẻm, ngõ Ngô Thì Nhậm",Sổ đỏ,2025-10-23,Ngô Thì Nhậm - Phường Vạn Phúc,Hà Đông,Hà Nội,3,3,41.0,9.0,4.5,nha
22711823,44.0,10.7,"Bán Nhà hẻm, ngõ Trần Phú",Sổ đỏ,2025-10-23,Trần Phú - Phường Mộ Lao,Hà Đông,Hà Nội,2,3,44.0,12.6,3.5,nha
22711234,80.0,14.3,"Bán Nhà hẻm, ngõ Phùng Hưng",Sổ đỏ,2025-10-23,Phùng Hưng - Phường Phúc La,Hà Đông,Hà Nội,3,4,80.0,19.0,4.2,nha
22711233,12.0,12.95,"Bán Nhà hẻm, ngõ Cầu Đơ",Sổ đỏ,2025-10-23,Cầu Đơ - Phường Hà Cầu,Hà Đông,Hà Nội,2,3,73.0,12.0,6.0,nha
