ma_bds,dien_tich_su_dung_m2,gia(ty),title,phap_ly,ngay_dang,phuong_xa,quan_huyen,thanh_pho,nha_tam,phong_ngu,dien_tich_dat_m2,chieu_dai_m,chieu_rong_m,loai_hinh
22666822,61.0,11.5,"Bán Nhà mặt tiền, phố Nguyễn Trãi",Sổ đỏ,2025-04-03,Nguyễn Trãi - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,3,3,61.0,15.0,4.0,nha
22666795,73.0,12.2,"Bán Nhà hẻm, ngõ Nguyễn Trãi",Sổ đỏ,2025-04-03,Nguyễn Trãi - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,7,7,73.0,21.4,3.5,nha
22666792,77.0,12.8,"Bán Nhà mặt tiền, phố Tân Mai",Sổ đỏ,2025-04-03,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,12,12,77.0,12.0,6.1,nha
22666790,50.0,11.0,"Bán Nhà mặt tiền, phố Tân Mai",Sổ đỏ,2025-04-03,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,4,3,50.0,17.0,3.4,nha
22666786,57.0,10.6,"Bán Nhà hẻm, ngõ Ngõ Gốc Đề",Sổ đỏ,2025-04-03,Ngõ Gốc Đề - Phường Minh Khai,Hai Bà Trưng,Hà Nội,3,3,57.0,15.0,3.7,nha
22666782,54.0,11.5,"Bán Nhà mặt tiền, phố Đền Lừ",Sổ đỏ,2025-04-03,Đền Lừ - Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,12,11,54.0,13.0,4.5,nha
22666777,33.0,12.8,"Bán Nhà mặt tiền, phố Đền Lừ",Sổ đỏ,2025-04-03,Đền Lừ - Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,3,3,33.0,10.0,3.1,nha
22666771,37.0,8.2,"Bán Nhà mặt tiền, phố Đại La",Sổ đỏ,2025-04-03,Đại La - Phường Trương Định,Hai Bà Trưng,Hà Nội,3,3,37.0,12.0,3.0,nha
22666769,71.0,12.9,"Bán Nhà mặt tiền, phố Trương Định",Sổ đỏ,2025-04-03,Trương Định - Phường Trương Định,Hai Bà Trưng,Hà Nội,3,4,71.0,16.0,4.5,nha
22667394,36.0,9.2,"Bán Nhà hẻm, ngõ Tân Mai",Sổ đỏ,2025-04-03,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,4,3,36.0,8.0,4.4,nha
22667412,54.0,12.3,"Bán Nhà mặt tiền, phố Nguyễn An Ninh",Sổ đỏ,2025-04-03,Nguyễn An Ninh - Phường Tương Mai,Hoàng Mai,Hà Nội,5,4,54.0,12.0,3.7,nha
22671372,70.0,3.6,"Bán Nhà hẻm, ngõ Tân Mai",Sổ đỏ,2025-04-03,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,2,3,70.0,8.5,8.0,nha
22667414,55.0,13.1,"Bán Nhà mặt tiền, phố Nguyễn An Ninh",Sổ đỏ,2025-04-03,Nguyễn An Ninh - Phường Tương Mai,Hoàng Mai,Hà Nội,11,11,55.0,15.0,3.4,nha
22667415,47.0,8.8,"Bán Nhà hẻm, ngõ Nguyễn An Ninh",Sổ đỏ,2025-04-03,Nguyễn An Ninh - Phường Tương Mai,Hoàng Mai,Hà Nội,4,6,47.0,14.0,3.4,nha
22667417,52.0,8.6,"Bán Nhà hẻm, ngõ Nguyễn An Ninh",Sổ đỏ,2025-04-03,Nguyễn An Ninh - Phường Tương Mai,Hoàng Mai,Hà Nội,4,6,52.0,14.0,3.5,nha
22667678,36.0,13.3,"Bán Nhà mặt tiền, phố Nguyễn An Ninh",Sổ đỏ,2025-04-03,Nguyễn An Ninh - Phường Tương Mai,Hoàng Mai,Hà Nội,4,6,36.0,9.0,4.0,nha
22667962,29.0,5.85,"Bán Nhà hẻm, ngõ Bạch Mai",Sổ đỏ,2025-04-03,Bạch Mai - Phường Thanh Nhàn,Hai Bà Trưng,Hà Nội,4,3,29.0,7.0,4.1,nha
22668099,38.0,6.3,"Bán Nhà hẻm, ngõ Bạch Mai",Sổ đỏ,2025-04-03,Bạch Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,3,2,38.0,13.0,3.0,nha
22668251,35.0,5.288,"Bán Nhà hẻm, ngõ Hồng Mai",Không xác định,2025-04-03,Hồng Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,3,3,35.0,9.0,3.8,nha
22668268,30.0,4.95,"Bán Nhà hẻm, ngõ Bạch Mai",Sổ đỏ,2025-04-03,Bạch Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,4,3,30.0,7.0,4.9,nha
22668105,38.0,7.0,"Bán Nhà mặt tiền, phố Bạch Mai",Sổ đỏ,2025-04-03,Bạch Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,4,4,38.0,8.0,4.0,nha
22668141,25.0,5.6,"Bán Nhà hẻm, ngõ Minh Khai",Sổ đỏ,2025-04-03,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,3,3,25.0,7.0,3.2,nha
22668288,30.0,4.55,"Bán Nhà hẻm, ngõ Bạch Mai",Sổ đỏ,2025-04-03,Bạch Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,3,3,30.0,9.0,3.0,nha
22674101,32.0,7.6,"Bán Nhà hẻm, ngõ Hoàng Mai",Sổ đỏ,2025-04-03,Hoàng Mai - Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,3,3,32.0,9.0,3.5,nha
22668302,30.0,5.6,"Bán Nhà hẻm, ngõ Tân Mai",Sổ đỏ,2025-04-03,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,3,4,30.0,10.0,3.0,nha
22668339,28.0,6.0,"Bán Nhà hẻm, ngõ Võ Thị Sáu",Sổ đỏ,2025-04-03,Võ Thị Sáu - Phường Thanh Nhàn,Hai Bà Trưng,Hà Nội,3,3,28.0,7.0,5.6,nha
22668480,20.0,2.1,"Bán Nhà hẻm, ngõ Tân Mai",Hợp đồng mua bán,2025-04-03,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,3,3,20.0,6.0,3.6,nha
22668519,51.0,10.4,"Bán Nhà mặt tiền, phố Bạch Mai",Sổ đỏ,2025-04-03,Bạch Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,7,7,51.0,10.0,3.2,nha
22668516,40.0,6.7,"Bán Nhà hẻm, ngõ Bạch Mai",Sổ đỏ,2025-04-03,Bạch Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,3,3,40.0,12.0,3.6,nha
22670245,47.0,10.6,"Bán Nhà mặt tiền, phố Tân Mai",Sổ đỏ,2025-04-03,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,3,4,47.0,10.0,3.4,nha
22670251,51.0,10.5,"Bán Nhà hẻm, ngõ Tân Mai",Sổ đỏ,2025-04-03,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,4,4,51.0,13.0,3.9,nha
22671141,38.0,7.7,"Bán Nhà hẻm, ngõ Minh Khai",Sổ đỏ,2025-04-03,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,4,3,38.0,6.0,4.8,nha
22671144,33.0,7.8,"Bán Nhà hẻm, ngõ Minh Khai",Sổ đỏ,2025-04-03,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,4,3,33.0,10.0,3.3,nha
22672260,50.0,11.7,"Bán Nhà hẻm, ngõ Tân Mai",Sổ đỏ,2025-04-03,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,4,5,50.0,10.0,3.4,nha
22672320,25.0,0.799,"Bán Nhà hẻm, ngõ Quỳnh Mai",Hợp đồng mua bán,2025-04-03,Quỳnh Mai - Phường Quỳnh Mai,Hai Bà Trưng,Hà Nội,1,1,25.0,7.0,3.5,nha
22674209,16.0,2.05,"Bán Nhà hẻm, ngõ Tân Mai",Sổ đỏ,2025-04-03,Tân Mai - Phường Tân Mai,Hoàng Mai,Hà Nội,2,2,16.0,5.5,3.0,nha
22672325,60.0,15.0,"Bán Nhà mặt tiền, phố Đồng Cổ",Sổ đỏ,2025-04-03,Đồng Cổ - Phường Thụy Khuê,Tây Hồ,Hà Nội,4,5,60.0,14.0,4.6,nha
22673356,110.0,86900.0,"Bán Nhà mặt tiền, phố Trúc Bạch",Sổ đỏ,2025-04-03,Trúc Bạch - Phường Trúc Bạch,Ba Đình,Hà Nội,16,16,110.0,18.0,6.0,nha
22672984,106.0,69960.0,"Bán Nhà mặt tiền, phố Chung Cư Cao Cấp 15 - 17 Ngọc Khánh",Sổ đỏ,2025-04-03,Ngọc Khánh - Phường Giảng Võ,Ba Đình,Hà Nội,9,9,106.0,14.0,7.5,nha
22672995,92.0,69.44,"Bán Nhà mặt tiền, phố Đội Cấn",Sổ đỏ,2025-04-03,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,9,1,112.0,14.0,6.6,nha
22673706,58.0,14.5,"Bán Nhà mặt tiền, phố Trích Sài",Sổ đỏ,2025-04-03,Trích Sài - Phường Thụy Khuê,Tây Hồ,Hà Nội,4,5,58.0,14.0,4.7,nha
22675252,50.0,11.0,"Bán Nhà mặt tiền, phố Lạc Long Quân",Sổ đỏ,2025-04-03,Lạc Long Quân - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,6,6,50.0,12.0,4.0,nha
22675436,58.0,26.0,"Bán Nhà mặt tiền, phố Vĩnh Phúc",Sổ đỏ,2025-04-03,Vĩnh Phúc - Phường Vĩnh Phúc,Ba Đình,Hà Nội,5,4,58.0,12.0,4.7,nha
22675016,64.0,17.9,Bán Nhà đường nội bộ Hoàng Quốc Việt,Sổ đỏ,2025-04-03,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,4,64.0,10.0,6.0,nha
22668578,500.0,13.0,Bán Đất nông nghiệp An Dương Vương,Giấy tờ hợp lệ,2025-04-03,An Dương Vương - Phường Phú Thượng,Tây Hồ,Hà Nội,8,8,500.0,29.6,13.8,dat
22669980,45.0,16.8,"Bán Nhà hẻm, ngõ Văn Cao",Sổ đỏ,2025-04-03,Văn Cao - Phường Liễu Giai,Ba Đình,Hà Nội,4,4,45.0,13.0,3.5,nha
22664982,105.0,15.5,"Bán Nhà hẻm, ngõ Âu Cơ",Sổ đỏ,2025-04-03,Âu Cơ - Phường Nhật Tân,Tây Hồ,Hà Nội,7,5,105.0,25.0,4.1,nha
22663796,282.0,285.0,"Bán Nhà mặt tiền, phố Quảng Khánh",Sổ đỏ,2025-04-03,Quảng Khánh - Phường Quảng An,Tây Hồ,Hà Nội,26,20,282.0,20.0,14.0,nha
22673596,31.0,7.4,"Bán Nhà hẻm, ngõ Thụy Khuê",Sổ đỏ,2025-04-03,Thụy Khuê - Phường Thụy Khuê,Tây Hồ,Hà Nội,4,3,31.0,10.0,3.2,nha
22651116,50.0,13.9,"Bán Nhà mặt tiền, phố An Dương Vương",Sổ đỏ,2025-04-03,An Dương Vương - Phường Phú Thượng,Tây Hồ,Hà Nội,5,4,50.0,13.0,4.0,nha
22673134,386.0,20.0,Bán Đất nông nghiệp Âu Cơ,Hợp đồng mua bán,2025-04-03,Âu Cơ - Phường Quảng An,Tây Hồ,Hà Nội,8,8,386.0,55.0,7.0,dat
22657215,52.0,21.0,"Bán Nhà mặt tiền, phố Thụy Khuê",Sổ đỏ,2025-04-03,Thụy Khuê - Phường Bưởi,Tây Hồ,Hà Nội,5,4,52.0,11.0,4.8,nha
22657884,72.0,14.5,"Bán Nhà hẻm, ngõ Phố Tứ Liên",Sổ đỏ,2025-04-03,Phố Tứ Liên - Phường Tứ Liên,Tây Hồ,Hà Nội,10,10,72.0,18.0,4.0,nha
22671846,71.0,12.3,"Bán Nhà hẻm, ngõ Nghi Tàm",Sổ đỏ,2025-04-03,Nghi Tàm - Phường Quảng An,Tây Hồ,Hà Nội,3,3,71.0,18.0,4.0,nha
22650199,63.0,38.0,"Bán Nhà mặt tiền, phố Lạc Long Quân",Sổ đỏ,2025-04-03,Lạc Long Quân - Phường Xuân La,Tây Hồ,Hà Nội,7,6,140.0,16.5,6.0,nha
22648813,68.0,22.5,"Bán Nhà mặt tiền, phố Xuân La",Sổ đỏ,2025-04-03,Xuân La - Phường Xuân La,Tây Hồ,Hà Nội,5,6,68.0,16.6,4.1,nha
22665875,78.0,15.7,"Bán Nhà hẻm, ngõ Lạc Long Quân",Giấy tờ hợp lệ,2025-04-03,Lạc Long Quân - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,6,10,78.0,17.0,4.7,nha
22655314,55.0,22.999,"Bán Nhà mặt tiền, phố Vĩnh Phúc",Sổ đỏ,2025-04-03,Vĩnh Phúc - Phường Vĩnh Phúc,Ba Đình,Hà Nội,5,4,48.0,13.0,3.8,nha
22672835,60.0,20.2,"Bán Nhà hẻm, ngõ Trần Duy Hưng",Sổ đỏ,2025-04-03,Trần Duy Hưng - Phường Trung Hòa,Cầu Giấy,Hà Nội,6,6,60.0,12.6,4.7,nha
22671476,60.0,15.5,"Bán Nhà mặt tiền, phố Nguyễn Ngọc Vũ",Sổ đỏ,2025-04-03,Nguyễn Ngọc Vũ - Phường Trung Hòa,Cầu Giấy,Hà Nội,4,5,60.0,15.0,4.0,nha
22672785,60.0,14.8,"Bán Nhà hẻm, ngõ Trần Duy Hưng",Sổ đỏ,2025-04-03,Trần Duy Hưng - Phường Trung Hòa,Cầu Giấy,Hà Nội,5,6,60.0,15.0,4.0,nha
22675439,237.0,17.5,"Bán Nhà hẻm, ngõ Cự Lộc",Sổ đỏ,2025-04-03,Cự Lộc - Phường Nhân Chính,Thanh Xuân,Hà Nội,3,4,79.0,14.5,5.2,nha
22675816,88.0,32.0,"Bán Biệt thự, liền kề Âu Cơ",Sổ đỏ,2025-04-03,Âu Cơ - Phường Nhật Tân,Tây Hồ,Hà Nội,6,4,88.0,11.0,8.0,mat_bang
22675901,74.0,3.86,"Bán Nhà mặt tiền, phố Lương Khánh Thiện",Sổ đỏ,2025-04-03,Lương Khánh Thiện - Phường Tương Mai,Hoàng Mai,Hà Nội,2,2,74.0,15.0,5.0,nha
22675956,37.0,12.0,"Bán Nhà hẻm, ngõ Láng Hạ",Sổ đỏ,2025-04-03,Láng Hạ - Phường Láng Hạ,Đống Đa,Hà Nội,4,3,37.0,10.0,3.7,nha
22675952,30.0,7.6,"Bán Nhà hẻm, ngõ Yên Hòa",Sổ đỏ,2025-04-03,Yên Hòa - Phường Yên Hòa,Cầu Giấy,Hà Nội,4,3,30.0,7.9,3.8,nha
22675969,24.0,2.35,"Bán Nhà hẻm, ngõ Nguyễn Chính",Hợp đồng mua bán,2025-04-03,Nguyễn Chính - Phường Tân Mai,Hoàng Mai,Hà Nội,2,2,24.0,8.0,3.0,nha
22675974,74.0,3.68,"Bán Nhà hẻm, ngõ Lương Khánh Thiện",Sổ đỏ,2025-04-03,Lương Khánh Thiện - Phường Tương Mai,Hoàng Mai,Hà Nội,1,2,74.0,14.0,5.0,nha
22675999,120.0,75.0,"Bán Nhà mặt tiền, phố Tôn Đức Thắng",Sổ đỏ,2025-04-03,Tôn Đức Thắng - Phường Hàng Bột,Đống Đa,Hà Nội,6,9,120.0,21.8,5.5,nha
22675455,75.0,17.0,"Bán Biệt thự, liền kề Xa La",Sổ đỏ,2025-04-02,Xa La - Phường Phúc La,Hà Đông,Hà Nội,3,4,75.0,15.0,5.0,mat_bang
22675544,39.0,10.89,"Bán Nhà hẻm, ngõ Bằng Liệt",Sổ đỏ,2025-04-02,Bằng Liệt - Phường Hoàng Liệt,Hoàng Mai,Hà Nội,4,4,39.0,10.0,3.8,nha
22675537,32.0,6.65,"Bán Nhà hẻm, ngõ Kim Giang",Sổ đỏ,2025-04-02,Kim Giang - Phường Đại Kim,Hoàng Mai,Hà Nội,4,4,32.0,9.0,3.6,nha
22675526,38.0,6.79,"Bán Nhà hẻm, ngõ Bằng Liệt",Sổ đỏ,2025-04-02,Bằng Liệt - Phường Hoàng Liệt,Hoàng Mai,Hà Nội,5,5,32.0,9.8,3.5,nha
22675702,62.0,53.9,"Bán Nhà mặt tiền, phố Phan Chu Trinh",Sổ đỏ,2025-04-02,Phan Chu Trinh - Phường Phan Chu Trinh,Hoàn Kiếm,Hà Nội,5,5,63.0,12.0,5.0,nha
22675690,84.0,5.95,Bán Chung cư Trinity Tower,Hợp đồng mua bán,2025-04-02,Hồ Mễ Trì - Phường Nhân Chính,Thanh Xuân,Hà Nội,2,3,,,,chung_cu
22675729,70.0,4.3,"Bán Nhà hẻm, ngõ Đại Thành",Sổ đỏ,2025-04-02,Đại Thành,None,Hà Nội,3,4,70.0,10.7,6.5,nha
22675750,100.0,14.0,"Bán Nhà hẻm, ngõ Láng Hạ",Sổ đỏ,2025-04-02,Láng Hạ - Phường Láng Hạ,Đống Đa,Hà Nội,10,14,100.0,12.0,8.0,nha
22672578,46.0,13.8,"Bán Nhà mặt tiền, phố Ngọc Lâm",Sổ đỏ,2025-04-01,Ngọc Lâm - Phường Ngọc Lâm,Long Biên,Hà Nội,4,5,46.0,12.8,3.6,nha
22673195,140.0,28.0,"Bán Nhà mặt tiền, phố Minh Khai",Sổ đỏ,2025-04-01,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,1,1,140.0,,,nha
22673505,260.0,57.0,Bán Căn hộ dịch vụ Trung Kính,Sổ đỏ,2025-04-01,Trung Kính - Phường Trung Hòa,Cầu Giấy,Hà Nội,45,45,,,,mat_bang
22670695,2000.0,70.0,"Bán Nhà hẻm, ngõ Thái Thịnh",Sổ đỏ,2025-04-01,Thái Thịnh - Phường Thịnh Quang,Đống Đa,Hà Nội,70,70,250.0,,,nha
22673482,180.0,32.0,Bán Căn hộ dịch vụ Tôn Thất Tùng,Sổ đỏ,2025-04-01,Tôn Thất Tùng - Phường Khương Thượng,Đống Đa,Hà Nội,33,33,,,,mat_bang
22673488,180.0,35.0,Bán Căn hộ dịch vụ Cầu Giấy,Sổ đỏ,2025-04-01,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,35,35,,,,mat_bang
22670696,1000.0,230.0,"Bán Nhà mặt tiền, phố Kim Mã",Sổ đỏ,2025-04-01,Kim Mã - Phường Giảng Võ,Ba Đình,Hà Nội,1,8,1000.0,,,nha
22670075,350.0,23.0,"Bán Nhà mặt tiền, phố Trung Kính",Sổ đỏ,2025-04-01,Trung Kính - Phường Yên Hòa,Cầu Giấy,Hà Nội,5,5,65.0,14.0,5.0,nha
22673497,220.0,45.0,Bán Căn hộ dịch vụ Trung Kính,Sổ đỏ,2025-04-01,Trung Kính - Phường Trung Hòa,Cầu Giấy,Hà Nội,35,35,,,,mat_bang
22669742,230.0,85.0,"Bán Nhà mặt tiền, phố Trương Định",Sổ đỏ,2025-04-01,Trương Định - Phường Trương Định,Hai Bà Trưng,Hà Nội,8,8,230.0,,,nha
22669507,55.0,14.0,"Bán Nhà mặt tiền, phố Khâm Thiên",Sổ đỏ,2025-04-01,Khâm Thiên - Phường Khâm Thiên,Đống Đa,Hà Nội,1,1,55.0,,,nha
22673197,600.0,46.0,"Bán Nhà mặt tiền, phố Kim Đồng",Sổ đỏ,2025-04-01,Kim Đồng - Phường Giáp Bát,Hoàng Mai,Hà Nội,7,7,120.0,,,nha
22667751,400.0,90.0,"Bán Nhà mặt tiền, phố Trương Định",Sổ đỏ,2025-04-01,Trương Định - Phường Trương Định,Hai Bà Trưng,Hà Nội,8,8,400.0,,,nha
22673833,147.0,27.0,Bán Căn hộ dịch vụ Triều Khúc,Sổ đỏ,2025-04-01,Triều Khúc,None,Hà Nội,42,42,,,,mat_bang
22667729,1350.0,60.0,"Bán Nhà mặt tiền, phố Nguyễn Trãi",Sổ đỏ,2025-04-01,Nguyễn Trãi - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,9,8,150.0,15.0,10.0,nha
22664953,100.0,31.0,"Bán Nhà mặt tiền, phố Nguyễn Trãi",Sổ đỏ,2025-04-01,Nguyễn Trãi - Phường Nguyễn Trãi,Hà Đông,Hà Nội,5,7,100.0,,,nha
22667747,770.0,30.0,"Bán Nhà mặt tiền, phố Chiến Thắng",Sổ đỏ,2025-04-01,Chiến Thắng - Phường Văn Quán,Hà Đông,Hà Nội,7,8,110.0,,,nha
22673835,156.0,28.0,Bán Căn hộ dịch vụ Triều Khúc,Sổ đỏ,2025-04-01,Triều Khúc,None,Hà Nội,35,35,,,,mat_bang
22667726,2000.0,80.0,"Bán Nhà mặt tiền, phố Nguyễn Trãi",Sổ đỏ,2025-04-01,Nguyễn Trãi - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,10,8,200.0,,,nha
22664957,70.0,35.0,"Bán Nhà mặt tiền, phố Kim Đồng",Sổ đỏ,2025-04-01,Kim Đồng - Phường Giáp Bát,Hoàng Mai,Hà Nội,5,5,70.0,,,nha
22674363,90.0,45.0,"Bán Nhà mặt tiền, phố Cầu Giấy",Sổ đỏ,2025-04-01,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,1,1,90.0,,,nha
22673837,170.0,31.0,Bán Căn hộ dịch vụ Tân Triều,Sổ đỏ,2025-04-01,Tân Triều,None,Hà Nội,40,4,,,,mat_bang
22666841,150.0,55.0,"Bán Nhà mặt tiền, phố Mạc Thái Tông",Sổ đỏ,2025-04-01,Mạc Thái Tông - Phường Dịch Vọng,Cầu Giấy,Hà Nội,15,15,150.0,,,nha
22667720,300.0,9.5,"Bán Nhà hẻm, ngõ Cầu Giấy",Sổ đỏ,2025-04-01,Cầu Giấy - Phường Dịch Vọng,Cầu Giấy,Hà Nội,9,9,50.0,,,nha
22673477,1350.0,30.0,"Bán Nhà hẻm, ngõ Tôn Thất Tùng",Sổ đỏ,2025-04-01,Tôn Thất Tùng - Phường Khương Thượng,Đống Đa,Hà Nội,31,31,150.0,,,nha
22673472,130.0,23.0,"Bán Nhà hẻm, ngõ Cát Linh",Sổ đỏ,2025-04-01,Cát Linh - Phường Cát Linh,Đống Đa,Hà Nội,29,29,130.0,,,nha
22673469,1500.0,35.0,Bán Nhà đường nội bộ Lạc Long Quân,Sổ đỏ,2025-04-01,Lạc Long Quân - Phường Bưởi,Tây Hồ,Hà Nội,32,32,150.0,,,nha
22673466,1700.0,40.0,Bán Nhà đường nội bộ Lạc Long Quân,Sổ đỏ,2025-04-01,Lạc Long Quân - Phường Bưởi,Tây Hồ,Hà Nội,30,30,190.0,19.0,10.0,nha
22665645,700.0,35.5,"Bán Nhà hẻm, ngõ Chùa Láng",Sổ hồng,2025-04-01,Chùa Láng - Phường Láng Thượng,Đống Đa,Hà Nội,5,10,101.0,,,nha
22666247,147.0,42.0,"Bán Nhà hẻm, ngõ Đặng Thai Mai",Sổ đỏ,2025-04-01,Đặng Thai Mai - Phường Nhật Tân,Tây Hồ,Hà Nội,5,5,147.0,,,nha
22673210,200.0,8.0,"Bán Nhà hẻm, ngõ Kim Ngưu",Sổ đỏ,2025-04-01,Kim Ngưu - Phường Minh Khai,Hai Bà Trưng,Hà Nội,4,4,58.0,11.0,5.0,nha
22672334,142.0,35.0,Bán Căn hộ dịch vụ Hoàng Hoa Thám,Không xác định,2025-04-01,Hoàng Hoa Thám - Phường Bưởi,Tây Hồ,Hà Nội,32,32,,,,mat_bang
22672335,150.0,30.0,Bán Căn hộ dịch vụ Hoàng Hoa Thám,Không xác định,2025-04-01,Hoàng Hoa Thám - Phường Bưởi,Tây Hồ,Hà Nội,35,35,,,,mat_bang
22673840,100.0,26.0,Bán Căn hộ dịch vụ Phú Đô,Sổ đỏ,2025-04-01,Phú Đô - Phường Phú Đô,Nam Từ Liêm,Hà Nội,23,23,,,,mat_bang
22670652,180.0,70.0,"Bán Nhà mặt tiền, phố Lạc Long Quân",Sổ đỏ,2025-04-01,Lạc Long Quân - Phường Xuân La,Tây Hồ,Hà Nội,6,6,180.0,,,nha
22667469,100.0,28.0,"Bán Nhà hẻm, ngõ Mạc Thái Tổ",Sổ đỏ,2025-04-01,Mạc Thái Tổ - Phường Yên Hòa,Cầu Giấy,Hà Nội,20,20,100.0,,,nha
22667466,150.0,35.0,"Bán Nhà hẻm, ngõ Mạc Thái Tổ",Sổ đỏ,2025-04-01,Mạc Thái Tổ - Phường Yên Hòa,Cầu Giấy,Hà Nội,25,25,100.0,15.0,10.0,nha
22673839,80.0,23.0,Bán Căn hộ dịch vụ Phú Đô,Sổ đỏ,2025-04-01,Phú Đô - Phường Phú Đô,Nam Từ Liêm,Hà Nội,21,21,,,,mat_bang
22664227,300.0,33.0,"Bán Nhà mặt tiền, phố Kim Đồng",Sổ đỏ,2025-04-01,Kim Đồng - Phường Giáp Bát,Hoàng Mai,Hà Nội,8,8,59.0,,,nha
22664211,600.0,41.0,"Bán Nhà mặt tiền, phố Kim Đồng",Sổ đỏ,2025-04-01,Kim Đồng - Phường Giáp Bát,Hoàng Mai,Hà Nội,8,8,120.0,,,nha
22673194,150.0,30.0,"Bán Nhà mặt tiền, phố Minh Khai",Sổ đỏ,2025-04-01,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,6,6,150.0,,,nha
22668035,350.0,20.0,"Bán Nhà mặt tiền, phố Phố Tây Sơn",Sổ đỏ,2025-04-01,Phố Tây Sơn - Phường Nam Đồng,Đống Đa,Hà Nội,7,7,50.0,10.0,5.0,nha
22667947,800.0,18.0,"Bán Nhà hẻm, ngõ Giảng Võ",Sổ đỏ,2025-04-01,Giảng Võ - Phường Cát Linh,Đống Đa,Hà Nội,20,20,100.0,,,nha
22664950,100.0,28.0,Bán Căn hộ dịch vụ Tân Triều,Sổ đỏ,2025-04-01,Tân Triều,None,Hà Nội,35,35,,,,mat_bang
22664560,90.0,23.0,Bán Căn hộ dịch vụ Triều Khúc,Sổ đỏ,2025-04-01,Triều Khúc,None,Hà Nội,32,32,,,,mat_bang
22673500,250.0,50.0,Bán Căn hộ dịch vụ Trung Kính,Sổ đỏ,2025-04-01,Trung Kính - Phường Trung Hòa,Cầu Giấy,Hà Nội,40,40,,,,mat_bang
22666499,90.0,13.5,Bán Nhà đường nội bộ Phố Lụa,Sổ đỏ,2025-04-01,Phố Lụa - Phường Vạn Phúc,Hà Đông,Hà Nội,5,5,90.0,,,nha
22666838,130.0,53.0,"Bán Nhà mặt tiền, phố Trần Thái Tông",Sổ hồng,2025-04-01,Trần Thái Tông - Phường Dịch Vọng,Cầu Giấy,Hà Nội,10,10,130.0,,,nha
22667484,80.0,32.0,"Bán Nhà mặt tiền, phố Hoàng Ngân",Sổ đỏ,2025-04-01,Hoàng Ngân - Phường Trung Hòa,Cầu Giấy,Hà Nội,8,6,80.0,,,nha
22674263,90.0,26.0,Bán Căn hộ dịch vụ Thượng Đình,Sổ đỏ,2025-04-01,Thượng Đình - Phường Thượng Đình,Thanh Xuân,Hà Nội,26,26,,,,mat_bang
22669051,98.0,15.0,Bán Nhà đường nội bộ Lương Thế Vinh,Sổ đỏ,2025-04-01,Lương Thế Vinh - Phường Trung Văn,Nam Từ Liêm,Hà Nội,6,6,120.0,,,nha
22669519,720.0,26.0,"Bán Nhà mặt tiền, phố Trung Kính",Sổ đỏ,2025-04-01,Trung Kính - Phường Trung Hòa,Cầu Giấy,Hà Nội,6,6,120.0,,,nha
22669520,270.0,22.0,"Bán Nhà mặt tiền, phố Chùa Láng",Sổ đỏ,2025-04-01,Chùa Láng - Phường Láng Thượng,Đống Đa,Hà Nội,3,3,85.0,,,nha
22674257,720.0,26.0,"Bán Nhà mặt tiền, phố Thượng Đình",Sổ đỏ,2025-04-01,Thượng Đình - Phường Thượng Đình,Thanh Xuân,Hà Nội,26,26,90.0,,,nha
