ma_bds,dien_tich_su_dung_m2,gia(ty),phap_ly,ngay_dang,phuong_xa,quan_huyen,thanh_pho,nha_tam,phong_ngu,dien_tich_dat_m2,gia_per_m2
21715028,250.0,10.5,Sổ đỏ,2025-10-15,Vạn Bảo - Phường Liễu Giai,Ba Đình,Hà Nội,5,6,50.0,42.0
22706162,45.0,8.9,Sổ đỏ,2025-10-15,Kim Mã - Phường Kim Mã,Ba Đình,Hà Nội,4,3,45.0,197.77777777777777
21718345,250.0,10.8,Sổ đỏ,2025-10-15,Phùng Chí Kiên - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,4,50.0,43.2
22706165,100.0,4.4,Sổ đỏ,2025-10-15,Đại La - Phường Trương Định,Hai Bà Trưng,Hà Nội,2,3,,44.0
21719921,420.0,24.0,Sổ đỏ,2025-10-15,Phố Nghĩa Đô - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,4,70.0,57.142857142857146
22706170,100.0,4.45,Sổ đỏ,2025-10-15,Tạ Quang Bửu - Phường Bách Khoa,Hai Bà Trưng,Hà Nội,2,4,,44.5
21786369,225.0,13.0,Sổ đỏ,2025-10-15,Xuân La - Phường Xuân La,Tây Hồ,Hà Nội,5,4,45.0,57.77777777777778
22706168,100.0,5.2,Sổ đỏ,2025-10-15,Ngọc Khánh - Phường Ngọc Khánh,Ba Đình,Hà Nội,2,3,,52.0
21786396,250.0,9.0,Sổ đỏ,2025-10-15,Xuân La-Xuân Đỉnh - Phường Xuân Tảo,Bắc Từ Liêm,Hà Nội,5,4,50.0,36.0
22706172,70.0,4.49,Sổ đỏ,2025-10-15,Lạc Trung - Phường Vĩnh Tuy,Hai Bà Trưng,Hà Nội,2,4,,64.14285714285714
21804950,300.0,16.0,Sổ đỏ,2025-10-15,Hoàng Sâm - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,5,60.0,53.333333333333336
22706189,50.0,3.15,Sổ đỏ,2025-10-15,Nguyễn Xiển - Phường Đại Kim,Hoàng Mai,Hà Nội,1,2,,63.0
21804976,315.0,17.5,Sổ đỏ,2025-10-15,Trần Tử Bình - Phường Nghĩa Tân,Cầu Giấy,Hà Nội,5,4,63.0,55.55555555555556
22706978,80.0,4.45,Sổ đỏ,2025-10-15,Nguyên Hồng - Phường Láng Hạ,Đống Đa,Hà Nội,1,2,,55.625
21806950,360.0,15.3,Sổ đỏ,2025-10-15,Trần Đăng Ninh - Phường Dịch Vọng,Cầu Giấy,Hà Nội,5,4,60.0,42.5
22706986,80.0,4.96,Sổ đỏ,2025-10-15,Hoàng Ngọc Phách - Phường Láng Hạ,Đống Đa,Hà Nội,1,2,,62.0
22703241,240.0,6.5,Sổ đỏ,2025-10-15,Vũ Tông Phan - Phường Khương Đình,Thanh Xuân,Hà Nội,4,4,40.0,27.083333333333332
22706989,55.0,3.88,Sổ đỏ,2025-10-15,Nguyên Hồng - Phường Láng Hạ,Đống Đa,Hà Nội,1,2,,70.54545454545455
22703563,350.0,16.8,Sổ đỏ,2025-10-15,Ngụy Như Kon Tum - Phường Nhân Chính,Thanh Xuân,Hà Nội,6,6,70.0,48.0
22667704,,21.0,Sổ đỏ,2025-10-15,Xuân Thủy - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,7,6,60.0,
22703472,70.0,3.55,Sổ đỏ,2025-10-15,Láng Hạ - Phường Láng Hạ,Đống Đa,Hà Nội,1,2,,50.714285714285715
22703566,355.0,17.2,Sổ đỏ,2025-10-15,Hoàng Minh Giám - Phường Nhân Chính,Thanh Xuân,Hà Nội,6,6,71.0,48.45070422535211
22667698,,22.0,Sổ đỏ,2025-10-15,Lạc Long Quân - Phường Xuân La,Tây Hồ,Hà Nội,6,6,50.0,
22703480,105.0,13.3,Sổ đỏ,2025-10-15,Cửa Nam - Phường Cửa Nam,Hoàn Kiếm,Hà Nội,2,3,,126.66666666666667
22703905,205.0,6.85,Sổ đỏ,2025-10-15,Nguyễn Viết Xuân - Phường Khương Mai,Thanh Xuân,Hà Nội,4,4,41.0,33.41463414634146
22658451,,8.0,Sổ đỏ,2025-10-15,Mễ Trì - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,9,8,40.0,
22703485,90.0,4.299,Sổ đỏ,2025-10-15,Trần Quốc Hoàn - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,1,3,,47.766666666666666
22703909,220.0,7.2,Sổ đỏ,2025-10-15,Phố Nguyễn Lân - Phường Phương Liệt,Thanh Xuân,Hà Nội,4,4,44.0,32.72727272727273
22658466,,16.0,Sổ đỏ,2025-10-15,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,7,6,52.0,
22703494,60.0,2.8,Sổ đỏ,2025-10-15,An Dương - Phường Yên Phụ,Tây Hồ,Hà Nội,1,2,,46.666666666666664
22706252,249.0,7.699,Sổ đỏ,2025-10-15,Lê Quang Đạo - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,4,4,50.0,30.919678714859437
22650079,330.0,13.0,Sổ đỏ,2025-10-15,Yên Hòa - Phường Yên Hòa,Cầu Giấy,Hà Nội,9,9,55.0,39.39393939393939
22707005,70.0,4.09,Sổ đỏ,2025-10-15,Nguyễn Chí Thanh - Phường Láng Hạ,Đống Đa,Hà Nội,1,2,,58.42857142857143
22516484,105.0,25.999,Sổ đỏ,2025-10-15,Nguyễn Thị Định - Phường Trung Hòa,Cầu Giấy,Hà Nội,,,105.0,247.6095238095238
22658330,53.0,3.85,Sổ đỏ,2025-10-15,Hoàng Đạo Thúy - Phường Nhân Chính,Thanh Xuân,Hà Nội,1,2,,72.64150943396227
22707014,60.0,3.19,Sổ đỏ,2025-10-15,Đoàn Thị Điểm - Phường Quốc Tử Giám,Đống Đa,Hà Nội,1,2,,53.166666666666664
22516493,180.0,9.2,Sổ đỏ,2025-10-15,Nhật Tảo - Phường Đông Ngạc,Bắc Từ Liêm,Hà Nội,2,2,60.0,51.111111111111114
22650058,225.0,8.0,Sổ đỏ,2025-10-15,Đình Thôn - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,9,9,45.0,35.55555555555556
22707016,70.0,3.45,Sổ đỏ,2025-10-15,Ngõ Thổ Quan - Phường Hàng Bột,Đống Đa,Hà Nội,1,2,,49.285714285714285
22522773,300.0,12.499,Sổ đỏ,2025-10-15,Đào Tấn - Phường Cống Vị,Ba Đình,Hà Nội,5,4,50.0,41.663333333333334
22646411,420.0,23.0,Sổ đỏ,2025-10-15,Đông Quan - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,6,6,60.0,54.76190476190476
22707020,80.0,4.49,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,2,2,,56.125
22545356,63.0,11.0,Sổ đỏ,2025-10-15,Hoàng Công Chất - Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,,,63.0,174.6031746031746
22643688,240.0,16.0,Sổ đỏ,2025-10-15,Trần Quốc Hoàn - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,4,6,40.0,66.66666666666667
22707024,80.0,5.379,Sổ đỏ,2025-10-15,Ngõ Thổ Quan - Phường Hàng Bột,Đống Đa,Hà Nội,2,3,,67.2375
22548076,300.0,17.0,Sổ đỏ,2025-10-15,Trinh Công Son - Phường Xuân La,Tây Hồ,Hà Nội,4,4,82.0,56.666666666666664
22415248,1030.0,49.9,Sổ hồng,2025-10-15,Thái Hà - Phường Láng Hạ,Đống Đa,Hà Nội,8,8,131.0,48.44660194174757
22707027,75.0,3.9,Sổ đỏ,2025-10-15,Đông Tác - Phường Trung Tự,Đống Đa,Hà Nội,1,2,,52.0
22556800,320.0,12.5,Sổ đỏ,2025-10-15,An Dương Vương - Phường Phú Thượng,Tây Hồ,Hà Nội,4,4,82.0,39.0625
22551639,,12.5,Sổ đỏ,2025-10-15,Hạ Yên Quyết - Phường Yên Hòa,Cầu Giấy,Hà Nội,10,10,60.0,
22707025,100.0,5.45,Sổ đỏ,2025-10-15,Phạm Ngọc Thạch - Phường Trung Tự,Đống Đa,Hà Nội,2,2,,54.5
22546111,85.0,13.499,Sổ đỏ,2025-10-15,Hoàng Tăng Bí - Phường Đức Thắng,Bắc Từ Liêm,Hà Nội,,,85.0,158.81176470588235
22415247,,49.9,Sổ đỏ,2025-10-15,Thái Hà - Phường Trung Liệt,Đống Đa,Hà Nội,8,8,131.0,
22707028,110.0,7.9,Sổ đỏ,2025-10-15,Lương Định Của - Phường Kim Liên,Đống Đa,Hà Nội,1,2,,71.81818181818181
22579648,249.0,11.5,Sổ đỏ,2025-10-15,Xuân La - Phường Xuân La,Tây Hồ,Hà Nội,4,4,55.0,46.18473895582329
22415245,325.0,15.9,Sổ đỏ,2025-10-15,Thái Hà - Phường Láng Hạ,Đống Đa,Hà Nội,5,4,65.0,48.92307692307692
22707030,90.0,4.98,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,2,3,,55.333333333333336
22580625,400.0,18.5,Sổ đỏ,2025-10-15,Phạm Huy Thông - Phường Ngọc Khánh,Ba Đình,Hà Nội,4,4,90.0,46.25
22415243,1620.0,60.0,Sổ đỏ,2025-10-15,Dương Khuê - Phường Mai Dịch,Cầu Giấy,Hà Nội,23,20,180.0,37.03703703703704
22707033,80.0,4.549,Sổ đỏ,2025-10-15,Chùa Bộc - Phường Quang Trung,Đống Đa,Hà Nội,1,2,,56.8625
22584743,45.0,11.799,Sổ đỏ,2025-10-15,Vĩnh Phúc - Phường Vĩnh Phúc,Ba Đình,Hà Nội,,,45.0,262.2
22415234,204.0,8.5,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,5,4,51.0,41.666666666666664
22707035,65.0,4.689,Sổ đỏ,2025-10-15,Thái Hà - Phường Trung Liệt,Đống Đa,Hà Nội,1,2,,72.13846153846154
22584735,50.0,9.799,Sổ đỏ,2025-10-15,Tân Xuân - Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,,,50.0,195.98
22415232,270.0,19.8,Sổ đỏ,2025-10-15,Khúc Thừa Dụ - Phường Dịch Vọng,Cầu Giấy,Hà Nội,5,3,45.0,73.33333333333333
22707036,100.0,4.449,Sổ đỏ,2025-10-15,Láng Hạ - Phường Láng Hạ,Đống Đa,Hà Nội,2,3,,44.49
22592197,210.0,7.1,Sổ đỏ,2025-10-15,Trung Phụng - Phường Trung Phụng,Đống Đa,Hà Nội,4,3,45.0,33.80952380952381
22381248,,15.0,Sổ đỏ,2025-10-15,Hồ Tùng Mậu - Phường Mai Dịch,Cầu Giấy,Hà Nội,7,6,60.0,
22710287,80.0,3.59,Sổ đỏ,2025-10-15,Thái Hà - Phường Láng Hạ,Đống Đa,Hà Nội,1,3,,44.875
22592183,190.0,6.8,Sổ đỏ,2025-10-15,Ô Chợ Dừa - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,4,3,44.0,35.78947368421053
22415229,225.0,4.8,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,4,4,45.0,21.333333333333332
22707039,60.0,3.79,Sổ đỏ,2025-10-15,Lương Định Của - Phường Kim Liên,Đống Đa,Hà Nội,1,2,,63.166666666666664
22703238,240.0,6.299,Sổ đỏ,2025-10-15,Lê Trọng Tấn - Phường Khương Mai,Thanh Xuân,Hà Nội,4,4,40.0,26.245833333333334
22710297,72.0,6.4,Sổ đỏ,2025-10-15,Đội Nhân - Phường Vĩnh Phúc,Ba Đình,Hà Nội,1,2,,88.88888888888889
22594318,203.0,7.0,Sổ đỏ,2025-10-15,Xã Đàn - Phường Nam Đồng,Đống Đa,Hà Nội,4,3,43.0,34.48275862068966
22703957,,18.0,Sổ đỏ,2025-10-15,Phan Kế Bính - Phường Cống Vị,Ba Đình,Hà Nội,15,15,66.0,
22707041,80.0,5.69,Sổ đỏ,2025-10-15,Nguyên Hồng - Phường Láng Hạ,Đống Đa,Hà Nội,1,2,,71.125
22667753,,7.0,Sổ đỏ,2025-10-15,Vương Thừa Vũ - Phường Khương Mai,Thanh Xuân,Hà Nội,4,4,40.0,
22707046,80.0,3.79,Sổ đỏ,2025-10-15,Lương Định Của - Phường Kim Liên,Đống Đa,Hà Nội,1,3,,47.375
22667702,,7.0,Sổ đỏ,2025-10-15,Lạc Long Quân - Phường Xuân La,Tây Hồ,Hà Nội,5,4,40.0,
22707066,45.0,3.39,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,1,2,,75.33333333333333
22546284,,13.0,Sổ đỏ,2025-10-15,Hồ Tùng Mậu - Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,6,4,55.0,
22707067,45.0,3.29,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,1,2,,73.11111111111111
22650062,220.0,10.5,Sổ đỏ,2025-10-15,Nguyễn Ngọc Nại - Phường Khương Mai,Thanh Xuân,Hà Nội,5,4,55.0,47.72727272727273
22707068,65.0,3.69,Sổ đỏ,2025-10-15,Vĩnh Hồ - Phường Thịnh Quang,Đống Đa,Hà Nội,2,2,,56.76923076923077
22511633,,98.0,Sổ đỏ,2025-10-15,Vĩnh Phúc - Phường Vĩnh Phúc,Ba Đình,Hà Nội,52,50,300.0,
22707069,50.0,3.43,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,1,2,,68.6
22541572,375.0,21.5,Sổ đỏ,2025-10-15,Nguyễn Hoàng - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,5,6,75.0,57.333333333333336
22707070,60.0,3.69,Sổ đỏ,2025-10-15,Ngõ Thịnh Hào - Phường Hàng Bột,Đống Đa,Hà Nội,1,2,,61.5
22443313,,9.9,Sổ đỏ,2025-10-15,Hồ Tùng Mậu - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,7,4,54.0,
22707251,90.0,3.699,Sổ đỏ,2025-10-15,Thành Công - Phường Thành Công,Ba Đình,Hà Nội,2,3,,41.1
22417002,,10.9,Sổ đỏ,2025-10-15,Kim Hoa - Phường Phương Liên,Đống Đa,Hà Nội,5,4,65.0,
22707279,60.0,3.65,Sổ đỏ,2025-10-15,Đào Tấn - Phường Ngọc Khánh,Ba Đình,Hà Nội,2,2,,60.833333333333336
22416660,80.0,3.6,Sổ đỏ,2025-10-15,Trần Bình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,1,2,80.0,45.0
22707282,80.0,6.25,Sổ đỏ,2025-10-15,Phạm Ngọc Thạch - Phường Kim Liên,Đống Đa,Hà Nội,1,2,,78.125
22415212,295.0,6.9,Sổ đỏ,2025-10-15,Định Công Thượng - Phường Định Công,Hoàng Mai,Hà Nội,5,5,59.0,23.389830508474578
22708952,100.0,5.25,Sổ đỏ,2025-10-15,Kim Mã - Phường Giảng Võ,Ba Đình,Hà Nội,3,3,,52.5
22415218,354.0,6.2,Sổ đỏ,2025-10-15,Vũ Tông Phan - Phường Khương Đình,Thanh Xuân,Hà Nội,5,4,59.0,17.51412429378531
22709116,90.0,5.699,Sổ đỏ,2025-10-15,Pháo Đài Láng - Phường Láng Thượng,Đống Đa,Hà Nội,2,3,,63.32222222222222
22415164,68.0,4.2,Sổ đỏ,2025-10-15,Trung Kính - Phường Trung Hòa,Cầu Giấy,Hà Nội,2,2,68.0,61.76470588235294
22709117,100.0,5.1,Sổ đỏ,2025-10-15,Nguyễn Huy Tưởng - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,1,3,,51.0
22415154,372.0,18.8,Sổ đỏ,2025-10-15,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,4,62.0,50.53763440860215
22709118,80.0,4.39,Sổ đỏ,2025-10-15,Ngõ văn chương - Phường Văn Chương,Đống Đa,Hà Nội,1,3,,54.875
22415143,325.0,10.0,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,5,4,65.0,30.76923076923077
22709119,70.0,3.89,Sổ đỏ,2025-10-15,Tạ Quang Bửu - Phường Bách Khoa,Hai Bà Trưng,Hà Nội,1,2,,55.57142857142857
22709121,80.0,5.7,Sổ đỏ,2025-10-15,Thanh Nhàn - Phường Thanh Nhàn,Hai Bà Trưng,Hà Nội,2,3,,71.25
22709125,90.0,5.179,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,2,3,,57.544444444444444
22709456,70.0,4.63,Sổ đỏ,2025-10-15,Chùa Láng - Phường Láng Thượng,Đống Đa,Hà Nội,1,2,,66.14285714285714
21688139,,22.0,Sổ đỏ,2025-10-15,Trung Kính - Phường Trung Hòa,Cầu Giấy,Hà Nội,6,6,70.0,
22709457,120.0,4.78,Sổ đỏ,2025-10-15,Nguyễn Huy Tưởng - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,2,3,,39.833333333333336
22709625,90.0,8.58,Sổ đỏ,2025-10-15,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,2,3,,95.33333333333333
22703959,,16.9,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,15,15,64.0,
22703768,80.0,4.2,Sổ đỏ,2025-10-15,Nguyễn Chí Thanh - Phường Láng Hạ,Đống Đa,Hà Nội,2,3,,52.5
22703614,384.0,16.64,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,15,15,64.0,43.333333333333336
22707043,100.0,4.39,Sổ đỏ,2025-10-15,Trường Chinh - Phường Phương Mai,Đống Đa,Hà Nội,1,4,,43.9
22701261,240.0,12.0,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,10,10,40.0,50.0
22710995,70.0,3.58,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,1,2,,51.142857142857146
22701047,483.0,27.0,Sổ đỏ,2025-10-15,Mễ Trì Thượng - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,6,5,69.0,55.900621118012424
22711001,90.0,5.7,Sổ đỏ,2025-10-15,Nguyễn Khuyến - Phường Văn Miếu,Đống Đa,Hà Nội,2,3,,63.333333333333336
22643664,420.0,17.5,Sổ đỏ,2025-10-15,Hoa Bằng - Phường Yên Hòa,Cầu Giấy,Hà Nội,13,13,70.0,41.666666666666664
22711003,90.0,4.55,Sổ đỏ,2025-10-15,Nhân Hòa - Phường Nhân Chính,Thanh Xuân,Hà Nội,2,3,,50.55555555555556
22672780,350.0,28.0,Sổ đỏ,2025-10-15,Trung Kính - Phường Yên Hòa,Cầu Giấy,Hà Nội,6,5,70.0,80.0
22711006,70.0,4.48,Sổ đỏ,2025-10-15,Nhân Hòa - Phường Nhân Chính,Thanh Xuân,Hà Nội,1,2,,64.0
22496101,700.0,35.0,Sổ đỏ,2025-10-15,Thái Hà - Phường Trung Liệt,Đống Đa,Hà Nội,7,12,100.0,50.0
22711008,90.0,7.99,Sổ đỏ,2025-10-15,Nguyễn Quý Đức - Phường Thanh Xuân Bắc,Thanh Xuân,Hà Nội,1,2,,88.77777777777777
22672779,385.0,12.5,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,13,12,55.0,32.467532467532465
22711013,70.0,3.29,Sổ đỏ,2025-10-15,Nguyễn Quý Đức - Phường Thanh Xuân Bắc,Thanh Xuân,Hà Nội,2,2,,47.0
22415242,855.0,19.5,Sổ đỏ,2025-10-15,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,21,20,95.0,22.80701754385965
22711018,70.0,3.4,Sổ đỏ,2025-10-15,Dốc Thọ Lão - Phường Đồng Nhân,Hai Bà Trưng,Hà Nội,2,2,,48.57142857142857
22415240,160.0,6.7,Sổ đỏ,2025-10-15,Pháo Đài Láng - Phường Ngã Tư Sở,Đống Đa,Hà Nội,4,3,40.0,41.875
22711024,50.0,3.39,Sổ đỏ,2025-10-15,Mai Hắc Đế - Phường Lê Đại Hành,Hai Bà Trưng,Hà Nội,1,2,,67.8
22415203,165.0,5.3,Sổ đỏ,2025-10-15,Thụy Khuê - Phường Thụy Khuê,Tây Hồ,Hà Nội,4,3,33.0,32.121212121212125
22711030,90.0,4.1,Sổ đỏ,2025-10-15,Hồng Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,2,3,,45.55555555555556
22399127,,6.7,Hợp đồng mua bán,2025-10-15,Lê Đức Thọ - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,2,3,103.0,
22711038,80.0,3.88,Sổ đỏ,2025-10-15,Quỳnh Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,1,2,,48.5
22711041,90.0,4.6,Sổ đỏ,2025-10-15,Quỳnh Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,2,3,,51.111111111111114
22415170,285.0,16.0,Sổ đỏ,2025-10-15,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,4,57.0,56.14035087719298
22711046,70.0,3.89,Sổ đỏ,2025-10-15,Quỳnh Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,1,2,,55.57142857142857
22386136,,10.0,Sổ đỏ,2025-10-15,Cầu Giấy - Phường Dịch Vọng,Cầu Giấy,Hà Nội,9,8,61.0,
22711047,80.0,4.5,Sổ đỏ,2025-10-15,Quỳnh Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,2,3,,56.25
22711049,100.0,5.2,Sổ đỏ,2025-10-15,Phố Kim Ngưu - Phường Thanh Nhàn,Hai Bà Trưng,Hà Nội,2,3,,52.0
22711053,80.0,5.3,Sổ đỏ,2025-10-15,Lạc Trung - Phường Thanh Lương,Hai Bà Trưng,Hà Nội,2,3,,66.25
22711055,70.0,5.4,Sổ đỏ,2025-10-15,Hàng Bè - Phường Hàng Bạc,Hoàn Kiếm,Hà Nội,1,2,,77.14285714285714
22711056,100.0,8.5,Sổ đỏ,2025-10-15,Hàng Chiếu - Phường Đồng Xuân,Hoàn Kiếm,Hà Nội,2,3,,85.0
22079341,375.0,20.0,Sổ đỏ,2025-10-15,Nguyễn Thị Định - Phường Trung Hòa,Cầu Giấy,Hà Nội,5,6,75.0,53.333333333333336
22711062,80.0,3.5,Sổ đỏ,2025-10-15,Hàng Đậu - Phường Đồng Xuân,Hoàn Kiếm,Hà Nội,2,2,,43.75
22703956,,18.0,Sổ đỏ,2025-10-15,Lưu Hữu Phước - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,3,5,66.0,
22711063,55.0,2.85,Sổ đỏ,2025-10-15,Vọng Đức - Phường Hàng Bài,Hoàn Kiếm,Hà Nội,1,2,,51.81818181818182
22703910,,9.0,Sổ đỏ,2025-10-15,Phố Hồng Đô - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,9,9,44.0,
22703477,70.0,4.329,Sổ đỏ,2025-10-15,Phố Tây Sơn - Phường Quang Trung,Đống Đa,Hà Nội,2,3,,61.84285714285714
22703623,385.0,15.0,Sổ đỏ,2025-10-15,Lê Quang Đạo - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,15,15,55.0,38.96103896103896
22711727,50.0,2.83,Sổ đỏ,2025-10-15,Bạch Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,2,2,,56.6
22643662,330.0,14.5,Sổ đỏ,2025-10-15,Nguyễn Khang - Phường Yên Hòa,Cầu Giấy,Hà Nội,16,16,55.0,43.93939393939394
22711728,60.0,3.2,Sổ đỏ,2025-10-15,Lò Đúc - Phường Đống Mác,Hai Bà Trưng,Hà Nội,1,2,,53.333333333333336
22642265,330.0,13.0,Sổ đỏ,2025-10-15,Hồ Tùng Mậu - Phường Mai Dịch,Cầu Giấy,Hà Nội,5,5,55.0,39.39393939393939
22711731,80.0,5.4,Sổ đỏ,2025-10-15,Trần Huy Liệu - Phường Giảng Võ,Ba Đình,Hà Nội,1,2,,67.5
22711732,70.0,3.9,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,1,2,,55.714285714285715
22711735,120.0,7.0,Sổ đỏ,2025-10-15,Phan Đình Phùng - Phường Quán Thánh,Ba Đình,Hà Nội,2,3,,58.333333333333336
22416804,,11.9,Sổ đỏ,2025-10-15,Văn Cao - Phường Liễu Giai,Ba Đình,Hà Nội,4,3,67.0,
22711736,65.0,4.1,Sổ đỏ,2025-10-15,Chùa Bộc - Phường Quang Trung,Đống Đa,Hà Nội,1,2,,63.07692307692308
22711743,80.0,3.09,Sổ đỏ,2025-10-15,Phố 8 Tháng 3 - Phường Quỳnh Mai,Hai Bà Trưng,Hà Nội,1,4,,38.625
22711746,60.0,3.6,Sổ đỏ,2025-10-15,Thượng Đình - Phường Thượng Đình,Thanh Xuân,Hà Nội,1,2,,60.0
22296689,,24.0,Sổ đỏ,2025-10-15,Vĩnh Phúc - Phường Vĩnh Phúc,Ba Đình,Hà Nội,7,5,80.0,
22711747,60.0,3.89,Sổ đỏ,2025-10-15,Hàng Bồ - Phường Hàng Bồ,Hoàn Kiếm,Hà Nội,1,2,,64.83333333333333
22711752,70.0,4.39,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,1,2,,62.714285714285715
22274706,,14.0,Sổ đỏ,2025-10-15,Lưu Hữu Phước - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,5,5,60.0,
22711859,100.0,5.7,Sổ đỏ,2025-10-15,Nguyên Hồng - Phường Láng Hạ,Đống Đa,Hà Nội,1,2,,57.0
22274817,,16.5,Sổ đỏ,2025-10-15,Nguyễn Văn Huyên - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,5,70.0,
22711860,30.0,7.3,Sổ đỏ,2025-10-15,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,4,3,,243.33333333333334
22274736,200.0,7.0,Sổ đỏ,2025-10-15,Võng Thị - Phường Bưởi,Tây Hồ,Hà Nội,4,4,50.0,35.0
22711863,18.0,4.9,Sổ đỏ,2025-10-15,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,5,3,,272.22222222222223
22711864,70.0,4.35,Sổ đỏ,2025-10-15,Ngõ Thịnh Hào 1 - Phường Hàng Bột,Đống Đa,Hà Nội,2,2,,62.142857142857146
22252280,,8.0,Sổ đỏ,2025-10-15,Hoa Bằng - Phường Yên Hòa,Cầu Giấy,Hà Nội,5,5,50.0,
22711865,80.0,4.2,Sổ đỏ,2025-10-15,Nguyễn Công Trứ - Phường Phạm Đình Hổ,Hai Bà Trưng,Hà Nội,1,3,,52.5
22673230,,22.0,Sổ đỏ,2025-10-15,Đông Quan - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,4,60.0,
22673227,,8.5,Sổ đỏ,2025-10-15,Khương Đình - Phường Khương Đình,Thanh Xuân,Hà Nội,5,4,35.0,
22672934,,17.0,Sổ đỏ,2025-10-15,Quan Hoa - Phường Quan Hoa,Cầu Giấy,Hà Nội,15,14,70.0,
22672922,,13.0,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,13,12,55.0,
22650045,510.0,20.0,Sổ đỏ,2025-10-15,Văn Khê - Phường La Khê,Hà Đông,Hà Nội,6,5,85.0,39.21568627450981
22650052,385.0,21.0,Sổ đỏ,2025-10-15,Kim Mã - Phường Kim Mã,Ba Đình,Hà Nội,7,4,55.0,54.54545454545455
